#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
1	1	1.31475e-07	0	0	31.1393	-65.4152	-0.319083	67263.4	31527.1	202.438	70.5514	0.027555	0.00519307	2	0.00154109	0	0	9723.23
94	0	1.06332e-07	0	0	-24.8974	81.635	0.0630774	-63314.7	-28430.7	50.6461	85.4031	0.125699	0.00111076	2	0.00154109	0	0	13156.2
151	0	7.84564e-08	0	0	66.7976	-18.7098	-0.218278	22886.2	78769	838.108	80.3003	0.136467	0.0107202	2	0.00154109	0	0	17358.2
162	0	7.17739e-08	0	0	68.4653	25.5613	0.0426526	-32617	67727.2	340.234	73.4612	0.0915071	0.00463548	2	0.00154109	0	0	18212.5
189	0	5.54504e-08	0	0	38.9646	-66.7455	0.25855	60112.4	43609.1	392.464	80.2995	0.105824	0.00656062	2	0.00154109	0	0	24554.4
190	0	4.22576e-08	0	0	24.3666	97.3227	0.592889	-58851.2	17424.1	721.265	92.8987	0.0905381	0.0129384	2	0.00154109	0	0	34802.7
192	0	9.86672e-08	0	0	-87.0941	4.06562	-0.102899	2423.24	-63945.3	-103.107	77.0896	0.155461	0.00208351	2	0.00154109	0	0	13503.6
200	0	5.85343e-08	0	0	80.6464	54.2577	-0.303065	-35352.5	53798.8	-28.3884	95.3326	0.0223958	0.00314443	2	0.00154109	0	0	25278.4
61	0	6.5385e-08	0	0	-97.8083	-13.5505	1.56408	13950.3	-64856	-285.743	104.818	0.0939799	0.0161471	2	0.00154109	0	0	23846.1
49	0	3.40557e-08	0	0	103.895	-55.9463	-0.964228	26485.5	48171.8	-404.134	104.247	0.132264	0.0109437	2	0.00154109	0	0	45739.8
114	0	2.43186e-08	0	0	-90.2083	56.2819	0.930382	-34084.2	-54425.7	542.056	114.008	0.0673706	0.0121472	2	0.00154109	0	0	66655.3
127	1	1.00907e-06	0	0	-98.3026	-60.11	-0.258572	26774.6	-51406.2	-92.742	108.925	0.0896215	0.00267154	2	0.00154109	0	132291	1577.05
123	0	3.91425e-08	0	0	-90.4162	91.979	-0.84391	-42788.3	-37158.7	933.074	130.086	0.0621569	0.018121	2	0.00154109	0	0	44437.7
58	0	4.08567e-08	0	0	-4.42322	129.214	-1.1483	-56668.5	5236.12	361.832	131.834	0.127397	0.0116483	2	0.00154109	0	0	42910.9
42	0	2.62631e-08	0	0	-92.8868	101.826	0.839133	-43044	-30321.7	142.113	128.814	0.143437	0.00639299	2	0.00154109	0	0	65995.3
110	0	1.93392e-08	0	0	-23.0884	114.248	0.516507	-60204.4	-5236.22	195.481	120.92	0.117999	0.0052174	2	0.00154109	0	0	86545.1
55	0	3.12652e-07	0	0	54.7527	-101.545	-0.159299	52353	22047.3	-368.531	105.466	0.133807	0.00653216	2	0.00154109	0	178926	4992.02
183	0	4.52017e-08	0	0	-146.464	56.1229	-0.553606	-15382	-46280.4	-104.048	143.639	0.102319	0.0042099	2	0.00154109	0	0	40206
98	0	8.15283e-09	0	0	20.6651	-143.151	-0.894485	53248.8	8924.58	264.613	148.537	0.0347134	0.00780517	2	0.00154109	0	0	225855
163	0	6.62181e-09	0	0	142.469	23.3571	0.339333	-9849.04	53038.7	13.9641	147.708	0.0309106	0.00237058	2	0.00154109	0	0	277974
195	0	4.75804e-08	0	0	114.72	-83.523	9.88716	26689.8	43094.9	-312.018	128.113	0.133141	0.0695688	2	0.00154109	0	0	35997.1
201	1	1.33043e-07	0	0	-102.145	-118.563	-0.465891	39351.3	-33154.2	-24.5914	157.842	0.0139301	0.00302052	2	0.00154109	34298.6	0	14420.1
102	0	2.08476e-07	0	0	197.921	-48.0177	-0.338558	5803.95	42516.7	94.8246	187.324	0.134037	0.00263983	2	0.00154109	0	0	10012.2
67	0	2.76175e-08	0	0	192.15	-47.1417	-0.0357658	6513.07	44467.4	139.383	192.578	0.0988368	0.0031035	2	0.00154109	0	0	76525.4
119	0	8.31998e-08	0	0	186.626	-16.3649	-0.545095	2029.63	46962.5	53.3761	188.766	0.0448983	0.00307918	2	0.00154109	0	0	24971.2
93	0	1.30324e-07	0	0	-80.207	-167.438	0.352465	42844	-20398.1	-150.246	188.966	0.0176719	0.00368792	2	0.00154109	0	0	16098
92	0	1.47417e-08	0	0	-189.503	-65.4653	1.10453	15900.2	-42337.5	-245.004	200.119	0.0267304	0.00762549	2	0.00154109	0	0	145562
167	0	1.4312e-07	0	0	112.455	-153.457	0.829517	37843.1	25406.8	-174.701	183.302	0.055917	0.00592745	2	0.00154109	0	0	14372.7
118	0	2.41971e-08	0	0	-178.709	92.3227	0.59004	-18459.3	-41271.3	-59.9865	201.299	0.056246	0.00315575	2	0.00154109	0	0	88671.8
141	0	1.37023e-08	0	0	-25.3004	206.925	-0.538645	-44540.6	-5163.25	221.677	212.755	0.0211047	0.00559272	2	0.00154109	0	0	160944
70	0	8.1954e-09	0	0	193.892	-84.7936	1.75288	15566.1	40940	-570.535	209.187	0.0503764	0.0151078	2	0.00154109	0	0	268867
150	0	9.14416e-08	0	0	180.194	-97.0894	0.583297	22839.5	38657.6	186.626	205.592	0.0396758	0.00494982	2	0.00154109	0	0	23843.2
99	0	2.33326e-08	0	0	-33.6846	-211.038	0.821197	42988.1	-7237.97	-142.367	211.282	0.0143034	0.00506424	2	0.00154109	0	0	94752.3
9	1	1.77482e-07	0	0	-173.069	-140.276	0.207232	25162.9	-34234.7	69.1968	218.16	0.0517825	0.00183905	2	0.00154109	0	0	12680.2
25	0	2.17237e-09	0	0	-18.0671	213.548	-0.107421	-44778.1	-2324.49	215.861	225.292	0.0585783	0.00485895	2	0.00154109	0	0	1.05142e+06
7	1	1.32409e-07	0	0	-119.296	197.604	0.091252	-36238.5	-20254.1	-147.396	223.724	0.0461121	0.00358754	2	0.00154109	0	0	17115.5
