#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
190	0	4.22576e-08	0	0	-13.2406	-70.5311	-1.60594	80311.7	-15122.4	-391.462	86.1581	0.166868	0.0228787	2	0.00154109	0	0	33263.2
61	0	6.53858e-08	0	0	-96.3739	4.01559	-0.362569	1689.07	-67955.5	556.177	105.41	0.107695	0.00879334	2	0.00154109	0	0	23852.2
114	0	2.94687e-08	0	0	95.2663	71.3171	-0.508332	-33803	41860	395.276	102.463	0.165462	0.00836697	2	0.00154109	0	0	52248.7
127	1	1.56223e-06	0	0	87.5038	-7.21906	-0.0724257	9649.57	67058.2	60.5466	86.1541	0.0635007	0.00125467	2	0.00154109	0	132291	906.943
123	0	3.91425e-08	0	0	-123.327	-57.4599	2.15657	18754.7	-50258.1	-472.154	129.98	0.0914544	0.0187829	2	0.00154109	0	0	44000.7
58	0	4.08567e-08	0	0	-130.791	-67.6448	-1.86534	19678.3	-45208.6	83.7773	130.475	0.144652	0.0129213	2	0.00154109	0	0	42320.7
42	0	2.62633e-08	0	0	-106.348	-84.2139	0.990593	29859.1	-42883.7	538.993	123.514	0.115843	0.0122886	2	0.00154109	0	0	63966.6
183	0	4.52017e-08	0	0	98.1807	77.8949	-0.552701	-34616.6	49114.4	-96.2106	139.468	0.116022	0.00461297	2	0.00154109	0	0	39797.7
98	0	8.15283e-09	0	0	91.3934	-112.179	2.22439	40646.9	35468.1	-240.415	148.43	0.0421196	0.0158682	2	0.00154109	0	0	226181
163	0	6.62181e-09	0	0	-145.066	30.4051	-0.998988	-13001.4	-51043.7	59.5916	148.36	0.0427922	0.00688806	2	0.00154109	0	0	278730
195	0	4.75805e-08	0	0	5.64804	111.228	-6.5393	-64323.2	-2365.58	-653.181	127.52	0.151804	0.0606117	2	0.00154109	0	0	35916.7
201	1	1.34711e-07	0	0	90.1291	-122.333	0.336526	42465.7	31498.5	-136.401	157.28	0.0340417	0.00339464	2	0.00154109	34298.6	0	14179.4
102	0	2.62467e-07	0	0	132.778	137.481	0.217952	-36313.9	26698.9	233.896	181.185	0.144265	0.00550929	2	0.00154109	0	0	7844.45
119	0	8.42559e-08	0	0	-175.748	-78.1284	-0.347692	17485	-42260.6	193.452	188.411	0.0333009	0.00464455	2	0.00154109	0	0	24751.5
93	0	1.31813e-07	0	0	153.379	-120.192	-0.110425	30784.7	31298.1	220.28	179.448	0.140988	0.00514485	2	0.00154109	0	0	15370.4
92	0	1.49491e-08	0	0	26.1955	194.681	0.935047	-45716.7	6045.96	128.401	199.787	0.0169155	0.00552003	2	0.00154109	0	0	144020
167	0	2.59555e-07	0	0	153.42	120.232	0.135162	-26272.6	33729.8	-46.608	172.072	0.132809	0.00129372	2	0.00154109	0	0	7659.14
118	0	2.48931e-08	0	0	-33.3589	201.492	-0.264443	-44260	-8260.61	30.8758	205.821	0.0218477	0.00145305	2	0.00154109	0	0	87337.2
70	0	9.3307e-09	0	0	180.964	90.248	1.15575	-21801	40206.5	295.667	208.403	0.0452522	0.00877904	2	0.00154109	0	0	235212
99	0	6.79195e-08	0	0	-213.85	-19.0335	0.46709	2240.52	-43570.3	-127.104	213.551	0.0377589	0.00370322	2	0.00154109	0	0	32619.6
9	1	1.78087e-07	0	0	196.189	-122.972	0.145981	22531.7	33543.5	-228.323	214.44	0.0857471	0.00570799	2	0.00154109	0	0	12490.3
25	0	2.3459e-09	0	0	-70.704	198.866	1.25726	-42279.3	-16329.2	425.061	223.437	0.0615468	0.0112488	2	0.00154109	0	0	967335
7	1	2.34773e-07	0	0	193.421	77.7493	0.320403	-17154	41704.8	-31.4289	215.31	0.0327967	0.00168257	2	0.00154109	0	0	9510.14
29	0	9.8806e-08	0	0	-122.058	169.457	-0.684486	-36649.9	-27647.1	-113.65	224.874	0.0746216	0.00415179	2	0.00154109	0	0	22959.8
21	0	6.03885e-08	0	0	-7.03756	178.259	0.519161	-47253.9	-967.909	123.105	173.199	0.0355133	0.00386918	2	0.00154109	0	0	33204.4
196	0	2.77831e-08	0	0	-147.313	96.7947	1.84421	-25175.2	-40181.3	329.223	170.266	0.0413539	0.0126835	2	0.00154109	0	0	71291.9
50	0	1.9425e-08	0	0	100.834	203.979	-0.636202	-38217.4	18465	58.2381	227.026	0.00930553	0.00310351	2	0.00154109	0	0	117171
41	0	4.92414e-08	0	0	-18.6346	174.229	-0.384599	-46852.6	-4199.7	-182.046	165.891	0.0588059	0.00441684	2	0.00154109	0	0	39552.5
71	0	3.11755e-08	0	0	209.766	95.7059	-1.267	-18989	38117.6	-440.569	234.764	0.0384689	0.0118852	2	0.00154109	0	0	74877.1
170	0	5.8833e-08	0	0	-193.782	151.961	-0.557872	-25662.2	-31924.7	120.121	247.651	0.01329	0.0037275	8	0.00616435	0	0	40484.7
153	0	1.4215e-07	0	0	-272.617	-6.85834	-0.296821	616.682	-37701.7	11.0372	258.172	0.0569677	0.00112964	8	0.00616435	0	0	17113
161	0	1.64637e-07	0	0	-48.0286	280.513	0.173025	-36269	-6211.5	-9.55056	267.961	0.0620769	0.000661042	8	0.00616435	0	0	15042.3
105	0	2.99719e-08	0	0	82.0474	-240.459	-0.166265	39544.8	12550.3	-114.405	271.577	0.0679366	0.00282101	8	0.00616435	0	0	83189.6
148	0	5.89722e-09	0	0	-46.046	278.558	-1.54776	-36953.8	-5819.95	271.357	271.945	0.0389724	0.00912543	8	0.00616435	0	0	426412
66	0	2.49664e-08	0	0	287.811	-53.8496	1.16557	6639.99	36693.2	158.403	290.192	0.0107856	0.00583888	8	0.00616435	0	0	103966
144	0	1.78298e-08	0	0	34.8756	-291.118	0.674526	37617.3	4828.29	2.86495	301.174	0.0277832	0.00230252	8	0.00616435	0	0	148197
46	0	1.78687e-08	0	0	-294.766	-85.3109	-0.0572831	10716.9	-34822.1	-31.8079	304.261	0.0188867	0.000895959	8	0.00616435	0	0	148267
185	0	2.25304e-08	0	0	-299.07	-56.8728	-0.961539	7783.96	-36131	-243.531	308.204	0.0271614	0.0073778	8	0.00616435	0	0	118638
26	0	5.44889e-08	0	0	-114.512	-270.954	-0.65957	35303.8	-13931.4	-47.2487	303.668	0.0394449	0.00259138	8	0.00616435	0	0	48828.9
24	0	3.61915e-08	0	0	318.864	-13.6222	0.151527	1535.17	35767.4	171.723	317.767	0.00437369	0.00481998	8	0.00616435	0	0	74462.2
4	1	2.08569e-07	0	3.00951e-10	39.0397	378.246	0.237979	-32697.4	3371.46	-4.68822	380.261	0.000101936	0.000641874	16	0.0123287	0	0	14157.9
6	1	1.78547e-07	0	3.0035e-10	-117.605	-390.817	0.232313	30380.2	-9139.2	20.3567	408.048	0.000214805	0.000857785	16	0.0123287	0	0	17267.8
14	0	5.65485e-08	0	3.0035e-13	296.473	-132.973	0.215852	14538.6	32428.6	30.9728	324.551	0.00117003	0.00109592	16	0.0123287	0	0	48402.8
33	0	2.40182e-08	0	3.0035e-13	329.547	-127.43	-0.00808919	12293.7	31803.8	113.395	353.271	0.000195583	0.00332569	16	0.0123287	0	0	118320
90	0	2.99294e-09	0	3.0035e-13	-388.576	75.4478	-1.85656	-6141.87	-31627.6	-201.261	395.887	0.000138206	0.0078113	16	0.0123287	0	0	1.00827e+06
154	0	3.09041e-09	0	3.0035e-13	-140.024	344.576	1.83151	-30787	-12524.5	260.381	371.996	0.000371799	0.00925446	16	0.0123287	0	0	952049
160	0	2.12743e-09	0	3.0035e-13	159.876	367.185	1.2649	-29368.2	12788.9	242.42	400.565	0.000216478	0.00820037	16	0.0123287	0	0	1.43425e+06
3	1	5.67982e-08	0	3.0035e-09	353.655	-378.66	-1.40344	20579	19220.8	125.797	518.123	3.24354e-05	0.0052243	32	0.0246574	0	0	60552.5
11	0	3.50681e-08	0	3.0035e-12	265.005	372.842	-0.555428	-24418.8	17357.8	-1.68025	457.114	0.000686671	0.00121554	32	0.0246574	0	0	92293.1
17	0	1.45288e-09	0	3.0035e-13	296.355	-294.787	-2.07669	22106.7	22229	250.363	418.011	0.000148152	0.00940451	32	0.0246574	0	0	2.13923e+06
28	0	1.34825e-09	0	3.0035e-12	-407.255	-150.408	-1.01235	10657.2	-28856.6	-255.952	434.137	2.95654e-05	0.00864084	32	0.0246574	0	0	2.34356e+06
