#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
61	0	6.53858e-08	0	0	-57.9429	-72.1611	0.591113	58145.5	-38341.6	-451.378	102.009	0.131407	0.00870165	2	0.00154109	0	0	23495.4
114	0	2.94687e-08	0	0	83.6229	49.1802	0.0630293	-21729.3	62424.5	-508.538	100.187	0.197846	0.0080006	2	0.00154109	0	0	51589.3
127	1	1.56551e-06	0	0	43.4799	-55.5702	0.0118434	60218.2	46897.6	14.9066	70.5922	0.00230931	0.000257234	2	0.00154109	0	132291	821.645
123	0	3.91425e-08	0	0	-82.5621	64.4583	0.804956	-43785.3	-51714.9	479.664	126.306	0.175113	0.0102474	2	0.00154109	0	0	43484.5
58	0	4.08567e-08	0	0	122.57	3.11997	-2.32362	-13770.9	56986.6	195.115	125.895	0.211627	0.0189608	2	0.00154109	0	0	41932.9
42	0	2.6344e-08	0	0	-53.2077	-111.824	1.01154	46265	-31887.3	463.457	118.139	0.16573	0.0107838	2	0.00154109	0	0	62838
98	0	8.15298e-09	0	0	33.7069	122.492	-1.9565	-56148.4	24170.7	-240.084	150.487	0.206649	0.0155068	2	0.00154109	0	0	227776
195	0	4.75805e-08	0	0	130.936	-68.8168	-11.7674	17582	44670.2	-705.303	127.098	0.198047	0.0827559	2	0.00154109	0	0	35741.2
201	1	2.08116e-07	0	0	-172.744	-17.411	1.79383	1084.11	-43711.2	-299.64	145.66	0.205813	0.0128585	2	0.00154109	34298.6	0	8801.76
102	0	4.51394e-07	0	0	34.5295	-151.324	0.146885	52148.7	8583.84	221.75	164.287	0.0823423	0.0042523	2	0.00154109	0	596782	4309.84
92	0	1.5178e-08	0	0	-6.52881	204.79	-0.712619	-41942.6	-1863.82	19.5041	182.786	0.121592	0.00350337	2	0.00154109	0	0	134579
167	0	5.533e-07	0	0	24.999	-143.691	1.93508	49080.1	19850.5	222.919	145.152	0.210476	0.0150771	2	0.00154109	0	511432	3301.65
118	0	2.49335e-08	0	0	-163.491	-10.9579	1.02685	5606.36	-52913.2	430.201	188.185	0.134797	0.0104263	2	0.00154109	0	0	83794.2
9	1	2.46723e-07	0	0	-44.4061	-179.529	-0.207324	46729.6	-15497.1	-266.585	203.471	0.119485	0.00546018	2	0.00154109	0	0	8825.3
25	0	8.80783e-09	0	0	-183.131	69.147	5.10228	-14627.6	-46013.9	-647.646	220.34	0.12336	0.0287052	2	0.00154109	0	0	255965
7	1	2.55163e-07	0	0	-23.141	201.124	-0.386844	-41400.6	-9946.7	39.5347	182.939	0.160733	0.00203588	2	0.00154109	0	0	8099.19
