#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
1	1	3.54255e-08	0	0	-68.6823	16.3492	0.0752732	-17665.1	-74211	108.603	70.6014	3.91974e-08	0.00177862	2	0.00154109	0	0	103675
3	1	3.16884e-08	0	0	-53.8086	66.5457	0.383799	-53878.6	-43564.4	-299.961	85.5795	4.66011e-08	0.00623338	2	0.00154109	0	0	78886.6
8	1	5.24464e-08	0	0	-39.6838	-108.116	-0.416153	56069.9	-20580.6	53.3215	115.169	7.96273e-09	0.00372206	4	0.00308217	0	0	31017.4
6	1	7.81877e-08	0	0	-174.191	-188.102	-0.336777	29372.2	-27200.4	-3.62192	256.37	7.13538e-06	0.00131675	8	0.00616435	0	0	31283.3
9	1	6.56408e-08	0	0	-176.673	-69.7514	-0.178202	17078.9	-43258.8	-123.665	189.944	1.03561e-07	0.00281965	8	0.00616435	0	0	31802.2
5	1	7.70895e-08	0	0	74.4708	-257.37	0.863211	37616.3	10884.5	-15.7995	267.932	1.0343e-05	0.00324695	16	0.0123287	0	0	32183.4
2	1	4.93871e-08	0	3.0035e-09	-482.032	5.80258	-0.675161	-351.275	-29191.5	-89.2545	482.068	8.74098e-09	0.00336285	32	0.0246574	0	0	67839.7
10	1	4.58381e-08	0	3.0035e-09	436.564	-49.8442	-1.69158	3469.09	30380.6	107.379	439.403	1.64746e-08	0.00521077	32	0.0246574	0	0	69503.8
4	1	3.53208e-08	1.2014e-08	6.007e-09	580.224	-832.578	0.455885	16507.8	11504.3	-38.0621	1014.81	9.52975e-10	0.00194427	64	0.0493148	0	0	136725
7	1	3.04754e-08	1.2014e-08	6.007e-09	-1721.6	-20.0775	-10.3984	180.086	-15446.5	8.71159	1721.75	2.90111e-10	0.00606573	256	0.197259	0	0	206422
