#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
61	0	6.53858e-08	0	0	-5.56531	-88.7701	0.169738	72020.6	-133.993	17.7111	101.409	0.136887	0.00194247	2	0.00154109	0	0	23501.7
114	0	2.94687e-08	0	0	-94.1912	-39.2007	1.18844	35780.7	-51406.2	113.994	99.4626	0.213521	0.0124479	2	0.00154109	0	0	51150.9
127	1	1.56551e-06	0	0	-37.4798	-56.8788	-0.00421192	64931.4	-42733.6	22.6544	68.2377	0.00185512	0.000297895	2	0.00154109	0	132291	811.223
123	0	3.91425e-08	0	0	-100.086	-52.3779	0.420093	18561	-60358.6	9.52805	125.016	0.205883	0.00375752	2	0.00154109	0	0	43374.9
58	0	4.08567e-08	0	0	-7.16598	-150.97	0.0109812	45689.5	-6784.62	654.126	124.397	0.236042	0.0142245	2	0.00154109	0	0	41489.2
42	0	2.63462e-08	0	0	-30.5544	91.0441	-0.859273	-65558.9	-27131	954.954	116.684	0.1894	0.0156786	2	0.00154109	0	0	62221.6
98	0	8.15298e-09	0	0	-69.2308	118.114	-2.73562	-53522.6	-17251.7	-595.143	144.765	0.223117	0.0209805	2	0.00154109	0	0	224459
195	0	4.75805e-08	0	0	75.7863	-133.157	-9.41363	40616.6	21213.2	-784.377	126.31	0.218308	0.0631403	2	0.00154109	0	0	35773.8
201	1	2.08116e-07	0	0	108.253	-71.0405	0.928994	22245.1	53717.5	-1299.87	138.621	0.198023	0.0225599	2	0.00154109	34298.6	0	8561.41
102	0	4.51394e-07	0	0	65.9826	-138.011	0.75925	49329.2	21198.3	-118.107	165.082	0.0835277	0.00551334	2	0.00154109	0	596782	4317.88
92	0	1.51787e-08	0	0	13.3155	-155.358	0.667752	54736.6	5010.76	243.352	182.723	0.146749	0.00617744	2	0.00154109	0	0	134666
167	0	5.533e-07	0	0	108.439	23.0035	-0.321495	-21900.4	63042.4	185.647	138.866	0.235975	0.00378903	2	0.00154109	0	511432	3252.05
118	0	2.49335e-08	0	0	180.42	111.894	1.48606	-21606.2	35035.4	16.4149	188.804	0.124504	0.00701005	2	0.00154109	0	0	83246.2
9	1	2.46789e-07	0	0	198.692	-39.9128	0.110315	14556.1	42361.6	-51.4022	200.591	0.132741	0.00134545	2	0.00154109	0	0	8769.6
25	0	9.26269e-09	0	0	113.274	-196.144	-7.57679	38929.8	15830.4	782.434	221.004	0.138652	0.0408144	2	0.00154109	0	0	241936
7	1	2.55168e-07	0	0	-40.3352	-150.592	0.409404	53490.3	-12166.1	360.488	181.684	0.146823	0.00717404	2	0.00154109	0	0	8024.24
29	0	9.88933e-08	0	0	-145.769	-123.545	-6.54147	28776.4	-39507	156.966	215.233	0.133357	0.0346983	2	0.00154109	0	0	22573.9
196	0	2.78553e-08	0	0	53.7483	-124.782	-1.61376	53103	23678.4	267.407	154.059	0.118713	0.0126826	2	0.00154109	0	0	67405.2
50	0	1.94637e-08	0	0	246.742	-47.6033	-3.53328	7723.89	37170.4	-157.026	224.721	0.119208	0.0145998	2	0.00154109	0	0	116630
71	0	5.37061e-08	0	0	-26.7918	-225.234	0.152415	40808.4	-11104.4	-618.51	224.058	0.147231	0.0148985	2	0.00154109	0	0	42533.1
153	0	2.19031e-07	0	0	92.0171	-243.903	0.0238178	35048.5	13119	54.8727	234.556	0.111422	0.00146888	2	0.00154109	0	0	10690.6
170	0	1.21762e-07	0	0	-100.299	168.502	2.89035	-41202.4	-26177.3	-1.29463	227.365	0.140426	0.014744	2	0.00154109	0	0	18869.3
161	0	2.46586e-07	0	0	14.9802	-264.588	0.980525	38395.1	3900.46	-56.6769	254.994	0.059469	0.00392319	2	0.00154109	0	0	9888.01
148	0	6.27929e-09	0	0	-221.693	151.158	-0.0370055	-23080.9	-31058.7	579.012	262.578	0.0461502	0.0149806	2	0.00154109	0	0	391720
144	0	5.70325e-08	0	0	-209.668	222.2	1.3401	-26222.9	-24613.9	-54.7724	294.276	0.0382596	0.00464711	2	0.00154109	0	0	45827.7
26	0	1.18314e-07	0	0	-301.328	-83.5724	-0.37555	9648	-34232.8	68.1896	301.48	0.0374559	0.00225812	2	0.00154109	0	0	22305.9
185	0	3.80848e-08	0	0	-62.3594	-298.608	-2.74994	36159.3	-6096.84	289.53	304.602	0.0389232	0.011759	2	0.00154109	0	0	69423.4
24	0	5.7361e-08	0	0	-296.185	-98.7953	-1.88567	12730.1	-34115.8	21.1579	314.644	0.0360063	0.00605059	2	0.00154109	0	0	46835.4
14	0	7.07916e-08	0	3.0035e-13	266.47	-183.281	-1.64358	20806.6	28951.1	13.2361	323.608	0.0206588	0.00510417	2	0.00154109	0	0	38448.6
4	1	2.30718e-07	0	3.00951e-10	-177.41	334.187	0.322289	-29118.7	-15433	-17.5322	378.425	0.000699012	0.00100459	16	0.0123287	0	0	12776.6
6	1	2.01454e-07	0	3.0035e-10	-331.397	237.706	0.0163979	-18510.9	-25730.3	6.64084	406.74	0.00303488	0.000213278	16	0.0123287	0	0	15228.2
33	0	3.19453e-08	0	3.0035e-13	-279.975	-214.473	-1.11601	20752.8	-27118.8	-15.0041	353.04	0.00112347	0.00319449	16	0.0123287	0	0	89083.1
90	0	6.364e-09	0	3.0035e-13	177.282	352.929	-2.201	-28835.1	14530.6	-148.982	395.863	0.00263317	0.00723033	16	0.0123287	0	0	474267
154	0	6.20719e-09	0	3.0035e-13	-268.099	257.805	-3.12106	-23052.2	-23945.2	-100.4	372.024	0.000625743	0.0089165	16	0.0123287	0	0	473959
160	0	4.68957e-09	0	3.0035e-13	-374.521	144.743	-3.05986	-11708.3	-29706.8	219.547	400.123	0.00746812	0.0102978	16	0.0123287	0	0	644645
11	0	5.79115e-08	0	3.0035e-12	355.782	-336.046	-0.458783	19571.9	19298.3	39.3507	444.869	0.106155	0.00174003	16	0.0123287	0	0	55074.5
145	0	8.21221e-08	0	3.0035e-12	432.355	185.643	0.100199	-13353.5	25548.3	-16.5545	448.858	0.089943	0.000598839	16	0.0123287	0	0	39046.9
179	0	1.40625e-08	0	3.0035e-12	-359.28	309.859	1.6042	-20253.4	-21850.1	18.0407	486.615	0.043672	0.0034158	16	0.0123287	0	0	238602
174	0	1.6109e-07	0	6.007e-12	254.814	-437.228	-0.280665	23545.9	14109	-12.9906	472.105	0.0729424	0.000733503	16	0.0123287	0	0	20434.5
38	0	2.60455e-09	0	3.0035e-12	484.797	-89.635	0.891331	4781.79	28621.3	-154.334	498.227	0.0202119	0.00558855	16	0.0123287	0	0	1.30159e+06
74	0	4.20008e-08	0	3.0035e-12	318.628	-373.548	1.04185	21718.6	17249.2	-50.0616	454.299	0.0879613	0.00283527	16	0.0123287	0	0	77128
57	0	2.48592e-09	0	3.0035e-13	340.453	-253.915	1.53834	18698	24991.5	-251.633	427.762	0.00727576	0.00884312	16	0.0123287	0	0	1.26475e+06
28	0	2.82331e-09	0	3.0035e-12	-338.14	276.423	-2.61263	-19173.8	-23816.3	-263.92	434.091	0.00963929	0.0105386	16	0.0123287	0	0	1.11942e+06
17	0	3.05956e-09	0	3.0035e-13	320.595	-266.293	3.90278	19967	24260	-57.8534	417.402	0.00475469	0.00953545	16	0.0123287	0	0	1.01885e+06
3	1	6.87969e-08	0	3.0035e-09	407.38	-317.982	-0.109765	17304.6	22290	148.886	517.636	0.00309332	0.00527985	32	0.0246574	0	0	50089.9
43	0	5.16134e-09	0	3.0035e-12	455.029	322.605	0.97385	-15642.9	22209.4	62.2258	558.836	0.0036219	0.00287585	32	0.0246574	0	0	696429
48	0	1.80891e-08	0	3.0035e-12	57.4679	526.612	0.49265	-27689.9	3066.34	5.9726	530.117	0.00174449	0.000954045	32	0.0246574	0	0	192333
88	0	1.57618e-09	0	3.0035e-12	432.871	-335.593	0.472325	16769.6	21660	134.062	547.926	0.000749865	0.00496994	32	0.0246574	0	0	2.26521e+06
96	0	1.27002e-09	6.007e-12	6.007e-12	588.39	-134.293	-2.43595	5801.44	25440.6	-70.6858	603.638	0.000258579	0.0048614	32	0.0246574	0	0	2.95049e+06
100	0	4.68045e-10	1.2014e-11	6.007e-12	-443.125	-479.163	0.606073	18420.2	-17032.1	177.013	652.565	0.000153865	0.00711653	32	0.0246574	0	0	8.23744e+06
106	0	1.35262e-09	0	3.0035e-12	326.069	-478.923	0.754053	22006.3	14995.7	139.995	579.427	0.000400676	0.00541622	32	0.0246574	0	0	2.71046e+06
107	0	5.75998e-09	0	3.0035e-12	446.28	309.426	0.441216	-15674.1	22618	112.369	543.564	0.000964117	0.00416327	32	0.0246574	0	0	615537
117	0	6.32599e-10	6.007e-12	6.007e-12	8.09501	-621.63	2.46371	25703.7	339.9	132.845	621.633	0.000201303	0.006513	32	0.0246574	0	0	5.98522e+06
129	0	2.53661e-09	0	3.0035e-12	-24.1602	-537.375	-3.115	27603.9	-1207.74	-62.9957	537.692	0.00126947	0.00622599	32	0.0246574	0	0	1.37982e+06
143	0	7.53178e-10	6.007e-12	6.007e-12	419.307	421.098	2.20207	-18644.3	18550.2	-176.771	594.588	0.000694127	0.00767356	32	0.0246574	0	0	4.8967e+06
165	0	8.63616e-09	6.007e-12	6.007e-12	-603.016	-174.798	-0.331207	7120.75	-24567.4	-47.2125	627.715	0.000199176	0.00191968	32	0.0246574	0	0	440049
181	0	8.05371e-09	0	3.0035e-12	-558.069	70.5381	0.873703	-3347.76	-26775.9	-76.731	560.797	0.00333957	0.00323824	32	0.0246574	0	0	448353
198	0	6.32318e-09	1.2014e-11	1.2014e-11	384.734	-456.016	1.13582	20053.5	16928.5	-52.8623	596.72	0.000319883	0.00277117	32	0.0246574	0	0	585876
202	1	9.05571e-08	1.2014e-08	6.007e-09	-690.134	478.448	-0.120358	-12602.7	-18177.5	-9.16813	839.755	2.93706e-05	0.000438568	64	0.0493148	259850	0	48493.5
10	1	5.22507e-08	1.2014e-08	6.007e-09	640.145	-252.099	-1.40691	8953.03	22739.1	-88.4602	688.062	0.000114417	0.00415757	64	0.0493148	0	0	76253.3
18	0	4.50904e-10	1.2014e-11	6.007e-12	445.773	583.523	3.12534	-18803.5	14359.9	-49.3949	734.679	0.000518886	0.00474029	64	0.0493148	0	0	9.10284e+06
20	0	3.98311e-10	1.2014e-11	6.007e-12	595.519	-424.214	-1.66358	13752	19307.2	-122.83	731.143	4.59507e-05	0.00565936	64	0.0493148	0	0	1.02856e+07
22	0	1.48295e-10	1.2014e-11	6.007e-12	768.369	-272.374	6.44537	7502.04	21158.8	-12.9249	815.259	6.60187e-05	0.00792713	64	0.0493148	0	0	2.92987e+07
23	0	4.60261e-08	1.2014e-11	6.007e-12	734.827	90.0716	-0.363617	-2866.6	23383.2	-3.16015	740.362	5.10046e-05	0.000509148	64	0.0493148	0	0	89903.4
44	0	2.13273e-09	1.2014e-11	6.007e-12	535.481	604.846	-1.25595	-16885.5	14949.5	21.7892	807.844	2.74514e-05	0.00183049	64	0.0493148	0	0	2.02763e+06
47	0	8.40108e-11	1.2014e-11	6.007e-12	219.708	-1011.78	2.03444	19466.3	4226.99	-135.49	1035.36	7.87127e-06	0.00707975	64	0.0493148	0	0	5.8386e+07
63	0	7.91294e-11	1.2014e-11	6.007e-12	830.682	472.802	-2.90746	-10255.9	18017.2	-187.345	955.797	2.2378e-05	0.00953472	64	0.0493148	0	0	5.91105e+07
104	0	1.70464e-10	1.2014e-11	6.007e-12	-799.029	-100.956	-2.90794	2831.33	-22407.1	-144.764	805.36	3.60051e-05	0.00735657	64	0.0493148	0	0	2.52314e+07
112	0	1.58433e-09	1.2014e-11	6.007e-12	887.95	343.669	0.69067	-7497.91	19372.5	-23.4681	952.148	1.25853e-05	0.00134258	64	0.0493148	0	0	2.94099e+06
121	0	4.02113e-10	1.2014e-11	6.007e-12	466.424	627.337	-2.87391	-18397.4	13679.1	61.2026	781.763	3.77322e-05	0.00454341	64	0.0493148	0	0	1.05932e+07
136	0	4.10926e-10	2.4028e-11	1.2014e-11	369.552	-654.066	-3.68086	20360	11505.7	103.056	751.299	0.000117203	0.00658947	64	0.0493148	0	0	1.0118e+07
140	0	5.26624e-10	1.2014e-11	6.007e-12	-78.6992	-659.85	-3.85187	24689	-2942.6	-18.8006	664.484	0.000110234	0.00584552	64	0.0493148	0	0	7.39397e+06
142	0	8.00125e-11	1.2014e-11	6.007e-12	-996.64	249.325	7.88699	-4853.39	-19399.6	-6.44614	1027.38	1.17691e-05	0.00768362	64	0.0493148	0	0	6.0841e+07
155	0	4.39416e-09	2.4028e-11	1.2014e-11	-692.307	142.497	-1.64475	-4862.24	-23612.7	10.9026	706.74	0.000142364	0.00237054	64	0.0493148	0	0	920564
168	0	1.52857e-09	1.2014e-11	6.007e-12	670.176	-245.554	0.0158387	8253.04	22528.4	67.625	713.761	5.95278e-05	0.00281867	64	0.0493148	0	0	2.65491e+06
180	0	9.00522e-11	1.2014e-11	6.007e-12	900.578	418.413	6.04171	-8569.93	18446.8	-83.2548	993.062	1.23457e-05	0.00733274	64	0.0493148	0	0	5.33745e+07
188	0	1.62034e-10	1.2014e-11	6.007e-12	400.506	651.188	-5.81187	-19746.5	12144.5	-108.378	764.546	4.48469e-05	0.00892452	64	0.0493148	0	0	2.59468e+07
191	0	1.55784e-08	1.2014e-11	6.007e-12	-638.498	-282.852	-0.0581233	9820.36	-22176.6	12.1092	698.245	0.000201476	0.000506173	64	0.0493148	0	0	257016
203	1	3.03821e-08	1.2014e-08	6.007e-09	525.915	1436.2	-14.8746	-15390.1	5635.33	-33.3679	1529.53	4.29032e-06	0.0099359	128	0.0986296	363422	0	194826
35	0	6.07876e-11	1.2014e-11	6.007e-12	510.838	1005.15	3.1079	-17017.1	8647.82	157.683	1127.52	6.16825e-06	0.00870828	128	0.0986296	0	0	8.37246e+07
51	0	6.51245e-11	1.2014e-11	6.007e-12	894.922	-1031.45	-2.86415	13101.3	11367.4	-70.6169	1365.57	3.21619e-06	0.00457973	128	0.0986296	0	0	8.64476e+07
68	0	4.21813e-11	1.2014e-11	6.007e-12	-992.67	-1056.45	-8.27936	12268.7	-11527.1	-128.609	1449.67	9.6947e-08	0.00953841	128	0.0986296	0	0	1.37572e+08
69	0	4.25815e-11	1.2014e-11	6.007e-12	-1496.45	-65.6759	-5.32837	726.51	-16545.2	-128.949	1497.9	5.04948e-06	0.00856021	128	0.0986296	0	0	1.3837e+08
76	0	5.78386e-11	1.2014e-11	6.007e-12	741.219	-836.003	9.51749	14348.2	12721.6	88.4453	1117.32	3.393e-05	0.00968673	128	0.0986296	0	0	8.75648e+07
79	0	1.39329e-10	1.2014e-11	6.007e-12	-679.658	-1246.23	-1.51511	14935.9	-8145.54	-24.8127	1419.51	4.92991e-06	0.00180732	128	0.0986296	0	0	4.10062e+07
86	0	4.31997e-11	1.2014e-11	6.007e-12	-92.0546	-1646.07	1.72539	15761.1	-881.607	97.8355	1648.59	3.70626e-05	0.00628535	128	0.0986296	0	0	1.43425e+08
