#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
1	1	3.54255e-08	0	0	63.5615	-30.6956	-0.0595066	33177.7	68701.5	-124.497	70.5854	1.50216e-07	0.00183673	2	0.00154109	0	0	103722
3	1	3.16884e-08	0	0	-29.4557	80.2905	0.477274	-65069.9	-23870.7	-190.825	85.5244	8.00933e-08	0.00622279	2	0.00154109	0	0	78988.2
8	1	6.06799e-08	0	0	-61.0818	-97.085	-0.422753	50657	-31871.3	7.53361	114.702	6.6133e-08	0.00368781	4	0.00308217	0	0	26754.2
6	1	7.84462e-08	0	0	-245.57	-71.2883	-0.360865	11175.2	-38495	-23.6041	255.712	1.43687e-05	0.00152917	8	0.00616435	0	0	31021.4
9	1	6.96584e-08	0	0	87.0636	168.173	0.465343	-41363.9	21414.1	63.8804	189.374	1.0404e-07	0.00281409	8	0.00616435	0	0	30149.7
5	1	7.85947e-08	0	0	182.503	195.361	-0.589394	-28646.7	26761.3	-87.8287	267.349	1.42745e-05	0.0031432	16	0.0123287	0	0	31705.1
2	1	5.47041e-08	0	3.0035e-09	-179.182	447.115	1.08989	-27109.5	-10864	-71.5777	481.684	8.89799e-09	0.00333562	32	0.0246574	0	0	60720.8
10	1	5.00277e-08	0	3.0035e-09	290.072	-329.564	-2.29425	22963	20211.3	1.52603	439.043	1.65669e-08	0.00522582	32	0.0246574	0	0	63789.6
4	1	3.68613e-08	1.2014e-08	6.007e-09	-453.901	-907.313	1.90321	17997.5	-9003.61	-10.2578	1014.52	1.02636e-09	0.001944	64	0.0493148	0	0	131089
7	1	3.0599e-08	1.2014e-08	6.007e-09	-1500.57	-843.642	-8.65501	7570.7	-13466.4	52.4153	1721.49	1.54092e-10	0.0060654	256	0.197259	0	0	205650
