#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
1	1	3.54255e-08	0	0	-58.2393	-39.9195	0.11566	43127.6	-62919.5	25.1013	70.6074	3.89069e-08	0.0016708	2	0.00154109	0	0	103658
3	1	3.16884e-08	0	0	-84.0944	15.9828	0.0729484	-12935.8	-68060.2	-429.44	85.5998	4.43009e-08	0.00625697	2	0.00154109	0	0	78849.1
8	1	5.24443e-08	0	0	4.15698	-115.267	-0.355183	59643.8	2150.57	133.058	115.343	3.04751e-09	0.00380169	4	0.00308217	0	0	31243.7
6	1	7.4487e-08	0	0	51.4337	251.437	0.253185	-39199.3	8018.53	1.35211	256.644	3.87719e-06	0.000987104	8	0.00616435	0	0	32766.4
9	1	6.18567e-08	0	0	170.989	83.2403	0.21327	-20344.7	41791	121.099	190.174	1.81142e-09	0.00283649	8	0.00616435	0	0	34011.5
5	1	4.85035e-08	0	0	202.874	175.397	-0.28707	-25598.6	29608.9	-126.311	268.182	6.28532e-06	0.0034	16	0.0123287	0	0	51569.4
2	1	3.45671e-08	0	3.0035e-09	385.904	289.147	1.45013	-17502.8	23359.5	46.888	482.214	1.59553e-08	0.00340938	32	0.0246574	0	0	96854.4
10	1	3.37951e-08	0	3.0035e-09	-429.974	-91.203	1.12823	6343.46	-29907.8	-137.84	439.542	1.94089e-08	0.005188	32	0.0246574	0	0	94202.6
4	1	3.12755e-08	1.2014e-08	6.007e-09	-391.084	-936.547	1.8655	18566.2	-7752.92	-12.7955	1014.92	7.27035e-10	0.00194498	64	0.0493148	0	0	154371
7	1	3.01412e-08	1.2014e-08	6.007e-09	-550.816	-1631.37	-2.52591	14635.1	-4941.53	90.9299	1721.85	5.26196e-10	0.00606662	256	0.197259	0	0	208686
