#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
190	0	4.22576e-08	0	0	68.6999	28.4449	1.01372	-18526	73616.8	1573.47	77.7414	0.15195	0.0233367	2	0.00154109	0	0	31706.4
61	0	6.53858e-08	0	0	93.4288	-36.2939	0.179048	30160	57555.3	-412.248	103.34	0.115829	0.00682352	2	0.00154109	0	0	23699.1
114	0	2.94687e-08	0	0	97.4143	-3.77111	-1.02786	14292.5	64487.1	-439.76	101.062	0.181862	0.0116068	2	0.00154109	0	0	51881.8
127	1	1.56223e-06	0	0	8.17975	77.7464	0.0343616	-71930.8	7237.79	-8.25214	77.7449	0.00716246	0.000453627	2	0.00154109	0	132291	864.507
123	0	3.91425e-08	0	0	26.1553	112.959	0.201817	-61576.5	10264.8	-918.071	128.834	0.117693	0.0147286	2	0.00154109	0	0	44273.4
58	0	4.08567e-08	0	0	120.868	-0.96667	-1.92295	-7996.52	59740.5	489.425	129.844	0.1564	0.016981	2	0.00154109	0	0	42243.3
42	0	2.62633e-08	0	0	-112.965	-48.4731	0.39938	16596.7	-55317.6	9.51842	122.677	0.113629	0.00325544	2	0.00154109	0	0	64099.6
183	0	4.65499e-08	0	0	-148.339	35.615	-0.501542	-14224.8	-46410.2	32.2574	135.593	0.139285	0.00340056	2	0.00154109	0	0	38154.1
98	0	8.15292e-09	0	0	32.1594	139.703	-0.875852	-51151.5	17301	-733.506	145.927	0.101325	0.014399	2	0.00154109	0	0	226050
163	0	6.62181e-09	0	0	61.205	-137.231	0.922361	45549.2	25112.2	314.077	148.699	0.084844	0.00899761	2	0.00154109	0	0	280678
195	0	4.75805e-08	0	0	-103.277	31.6284	4.10654	-23744.4	-61529.4	4609.24	127.152	0.166596	0.0771922	2	0.00154109	0	0	35710.5
201	1	2.06209e-07	0	0	-104.545	-123.521	-0.72256	40099.3	-27472.1	72.8185	151.324	0.122803	0.00458687	2	0.00154109	34298.6	0	9025.19
102	0	2.64351e-07	0	0	-121.297	-85.3301	-0.0827053	30873.5	-47311.9	159.138	174.9	0.155923	0.00289234	2	0.00154109	0	0	7622.41
