#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
190	0	4.22576e-08	0	0	7.74578	102.726	2.25688	-57690.8	1909.76	267.922	88.4975	0.169501	0.022601	2	0.00154109	0	0	33784.7
61	0	6.53858e-08	0	0	109.874	-22.0002	0.666877	16016.3	56456.3	-265.088	105.644	0.0992788	0.00777358	2	0.00154109	0	0	23746.5
114	0	2.94687e-08	0	0	-6.42911	103.161	-0.515322	-61545	-13042.8	553.453	102.93	0.146164	0.00955928	2	0.00154109	0	0	52374.8
127	1	1.56223e-06	0	0	-43.794	81.6345	0.144273	-54139.2	-35668.1	11.6818	88.04	0.103992	0.00159024	2	0.00154109	0	132291	919.963
123	0	3.91425e-08	0	0	-33.8024	115.276	0.484092	-58880.5	-14492.3	1145.5	129.941	0.0872945	0.0191583	2	0.00154109	0	0	44027
58	0	4.08567e-08	0	0	-138.71	23.1019	-0.262619	-14799.9	-49865.3	-605.041	130.951	0.143333	0.0116397	2	0.00154109	0	0	42500.6
42	0	2.62633e-08	0	0	57.3556	-117.281	1.48235	46117.5	29050.3	-132.359	123.646	0.120678	0.0114191	2	0.00154109	0	0	64570.1
183	0	4.52017e-08	0	0	122.608	17.3219	-0.219098	-7661.32	60332.1	-356.605	139.879	0.11561	0.00610145	2	0.00154109	0	0	39564.2
98	0	8.15283e-09	0	0	-124.728	88.7929	-1.85958	-30483.4	-40884.9	-33.8397	148.551	0.0377976	0.0121516	2	0.00154109	0	0	225812
163	0	6.62181e-09	0	0	-97.5898	-117.813	-0.353673	38588.2	-33244.2	208.336	147.951	0.039124	0.0047381	2	0.00154109	0	0	280276
195	0	4.75805e-08	0	0	117.488	51.4301	-0.290692	-29980.6	47709.6	-3441.75	127.591	0.147553	0.0620604	2	0.00154109	0	0	35876.4
201	1	1.3442e-07	0	0	-142.942	73.0199	-0.443007	-22638	-44724.1	184.89	157.628	0.0186805	0.0045985	2	0.00154109	34298.6	0	14147.4
102	0	2.59764e-07	0	0	160.632	-128.108	-0.425153	27560.4	31527.3	-110.543	182.946	0.130968	0.0032832	2	0.00154109	0	0	7955.32
119	0	8.42557e-08	0	0	-115.849	-157.619	-0.628353	35945.7	-27057.4	253.446	188.779	0.0379644	0.00651685	2	0.00154109	0	0	24655.2
93	0	1.31546e-07	0	0	200.805	34.3738	-1.1818	-7941.3	41350.4	245.081	181.765	0.122497	0.0081357	2	0.00154109	0	0	15539.4
92	0	1.49443e-08	0	0	-35.523	-200.462	0.45886	43873.9	-7431.11	-167.659	199.83	0.020275	0.00437578	2	0.00154109	0	0	144005
167	0	2.53793e-07	0	0	180.885	-55.0481	0.376035	16834.2	41250.2	200.841	174.025	0.125968	0.00477712	2	0.00154109	0	0	7927.28
118	0	2.48931e-08	0	0	185.477	94.8979	0.142531	-20093.5	39145.4	-30.1462	204.621	0.0182435	0.000967557	2	0.00154109	0	0	87351.9
70	0	9.07679e-09	0	0	7.87239	204.411	-0.895163	-45428.6	3002.58	149.329	211.337	0.0422091	0.00554252	2	0.00154109	0	0	243395
99	0	6.72844e-08	0	0	211.227	10.7908	0.330156	-4119.03	44010.6	-148.029	212.749	0.0426735	0.00363774	2	0.00154109	0	0	32796
9	1	1.77609e-07	0	0	-32.78	205.784	-1.26751	-44164.1	-9718.18	-83.4323	216.426	0.0693434	0.00647006	2	0.00154109	0	0	12581.7
25	0	2.33653e-09	0	0	215.659	-93.0327	1.4277	14895.1	38091.8	-478.266	225.072	0.0555888	0.0129986	2	0.00154109	0	0	979469
7	1	2.34389e-07	0	0	204.499	60.4203	-0.049933	-12567.2	42424.8	124.074	216.733	0.0161423	0.00281372	2	0.00154109	0	0	9509.95
29	0	9.79132e-08	0	0	-139.251	155.754	0.560582	-34051.7	-30630.7	-3.46598	223.87	0.0668192	0.002684	2	0.00154109	0	0	23109.5
21	0	5.92777e-08	0	0	81.2751	-147.454	-0.719474	43714.7	24437.9	-151.288	173.2	0.028516	0.00524792	2	0.00154109	0	0	33825.9
196	0	2.76413e-08	0	0	165.473	30.1603	-1.34211	-7425.85	49166.4	-242.338	170.293	0.0327957	0.00922669	2	0.00154109	0	0	71634.6
50	0	1.92162e-08	0	0	227.229	22.1263	-0.773888	-4097.74	42122.1	-290.489	227.24	0.00468951	0.00765492	2	0.00154109	0	0	119590
41	0	4.4403e-08	0	0	-60.7358	163.203	-0.0645671	-44383.2	-16629.3	-246.371	166.186	0.0479	0.00521211	2	0.00154109	0	0	44210.9
