#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
1	1	3.54255e-08	0	0	35.8127	60.8384	-0.11897	-65742.6	38699.6	49.7747	70.5966	4.87224e-08	0.00180711	2	0.00154109	0	0	103690
3	1	3.16884e-08	0	0	-59.289	61.69	0.346599	-49961.9	-48015.6	-327.769	85.5627	4.21576e-08	0.00622761	2	0.00154109	0	0	78917.6
8	1	5.24464e-08	0	0	-9.79264	114.613	0.331402	-59546.5	-5087.3	-139.256	115.031	2.72057e-08	0.00370534	4	0.00308217	0	0	31091.9
6	1	7.81896e-08	0	0	-255.991	-9.48094	-0.269003	1482.06	-40020.8	-38.5223	256.167	5.52839e-06	0.00142407	8	0.00616435	0	0	31012.6
9	1	6.59721e-08	0	0	143.065	124.685	0.337292	-30570.8	35076.8	101.684	189.774	4.87511e-08	0.00281688	8	0.00616435	0	0	31699.3
5	1	7.87472e-08	0	0	135.186	-231.112	0.778167	33812.9	19778.2	-52.2098	267.75	8.18737e-06	0.00319739	16	0.0123287	0	0	31549.1
2	1	5.21605e-08	0	3.0035e-09	417.19	-241.309	-0.131492	14618.7	25273.8	97.4723	481.951	1.8018e-08	0.00334954	32	0.0246574	0	0	64264.9
10	1	4.80744e-08	0	3.0035e-09	439.183	-9.69688	-1.5406	675.478	30574.4	118.159	439.293	1.52822e-08	0.00521797	32	0.0246574	0	0	66305.1
4	1	3.6127e-08	1.2014e-08	6.007e-09	-1011.13	-85.2981	1.43324	1691.5	-20050.7	26.8809	1014.72	7.66575e-10	0.00194412	64	0.0493148	0	0	133698
7	1	3.05402e-08	1.2014e-08	6.007e-09	1698.58	-280.845	10.4074	2519.91	15241	7.71156	1721.67	1.1091e-09	0.00606555	256	0.197259	0	0	206002
