61	0	6.53858e-08	0	0	-36.6982	-83.5026	0.614016	66719.6	-19723.5	-685.312	98.581	0.146508	0.0112968	2	0.00154109	0	0	22942.3
114	0	2.94687e-08	0	0	44.0527	-66.9484	0.30299	63787.9	44904.3	319.743	98.5803	0.189556	0.00566548	2	0.00154109	0	0	50884.4
204	1	3.0035e-08	0	0	67.1165	13.1438	-0.0431366	-14882.3	76073.1	-522.907	68.4081	0.000315791	0.00677506	2	0.00154109	987755	0	41717.1
123	0	3.91425e-08	0	0	64.3121	92.8745	-0.171195	-58794	21416.8	326.555	122.34	0.264134	0.00522251	2	0.00154109	0	0	42757.5
58	0	4.08567e-08	0	0	1.70808	-150.781	-1.53607	44984.9	-6490.97	227.515	121.439	0.284195	0.0121669	2	0.00154109	0	0	41098.2
42	0	2.6637e-08	0	0	23.017	96.5934	1.11783	-68288.6	2399.56	53.5997	113.95	0.234246	0.0116675	2	0.00154109	0	0	60917.5
98	0	8.15298e-09	0	0	-158.403	2.29621	-1.14414	-5602.69	-47456.4	469.24	141.524	0.157059	0.0128413	2	0.00154109	0	0	221707
195	0	4.75805e-08	0	0	-56.3336	-121.772	-11.7106	41294.2	-33782.1	289.045	126.237	0.256598	0.091438	2	0.00154109	0	0	35404.8
201	1	2.08116e-07	0	0	114.813	22.3324	-0.788158	-23097.5	59390.5	985.28	138.643	0.235213	0.0159828	2	0.00154109	34298.6	0	8558.71
102	0	4.51394e-07	0	0	-168.634	54.5569	1.15432	-14204.7	-44013.1	294.485	164.537	0.077227	0.00911125	2	0.00154109	0	596782	4346.48
167	0	5.53312e-07	0	0	-123.929	31.0783	-0.238377	-27085.5	-51485.5	539.047	134.854	0.241756	0.0101622	2	0.00154109	0	511432	3181.22
118	0	2.49335e-08	0	0	-45.8001	-163.051	0.617863	50193.3	-12473.9	-755.888	188.79	0.10723	0.0149617	2	0.00154109	0	0	83258.1
9	1	2.46791e-07	0	0	10.7865	231.292	-5.37665	-40721.6	2214.72	-888.525	218.084	0.062548	0.031709	2	0.00154109	0	0	9129.08
25	0	9.55686e-09	0	0	130.446	202.027	6.35285	-35242.2	17221.2	-1137.33	219.021	0.154105	0.0370821	2	0.00154109	0	0	236021
7	1	2.70349e-07	0	0	-191.061	-50.0843	1.62701	12241.2	-41207	62.2264	177.691	0.116157	0.00841382	2	0.00154109	0	0	7475.26
29	0	9.88939e-08	0	0	-176.201	49.067	-4.31405	-11511.4	-49295.7	1349.99	213.222	0.148126	0.0348658	2	0.00154109	0	0	22477.6
196	0	2.78553e-08	0	0	145.372	13.3135	0.132859	-527.691	54192.5	-956.498	152.683	0.0924791	0.0178039	2	0.00154109	0	0	67061.1
50	0	1.94676e-08	0	0	181.499	161.806	5.83432	-29379.5	26047.7	-81.4023	223.681	0.145729	0.0240013	2	0.00154109	0	0	116344
71	0	5.38315e-08	0	0	254.566	-33.9412	5.52124	2874.03	36770.9	218.569	223.483	0.158811	0.0226395	2	0.00154109	0	0	42164.3
153	0	2.22128e-07	0	0	101.133	-229.111	-2.3776	35933.1	13986.3	29.7142	229.001	0.103606	0.00956822	2	0.00154109	0	0	10320.7
170	0	1.21793e-07	0	0	-76.6348	-227.636	3.31362	36647.5	-16599.8	829.164	228.064	0.113756	0.0237373	2	0.00154109	0	0	18749.1
161	0	2.51285e-07	0	0	118.977	198.539	4.43461	-36285.5	20180.4	1519.54	225.338	0.0417737	0.0418522	2	0.00154109	0	0	9103.46
148	0	6.27941e-09	0	0	-219.769	125.165	2.82429	-23035.2	-33522.1	-335.649	257.698	0.0861439	0.0144841	2	0.00154109	0	0	388366
144	0	6.29307e-08	0	0	198.723	214.013	2.60932	-27153.1	26144.9	27.8695	295.017	0.020708	0.00895296	2	0.00154109	0	0	41326
26	0	1.18455e-07	0	0	-148.098	-272.606	0.514669	32146.4	-15867.1	145.735	301.33	0.0490314	0.00445382	2	0.00154109	0	0	22301.7
