1	1	3.54255e-08	0	0	52.2762	-47.419	-0.0352286	51260.6	56511.5	-142.063	70.5788	1.01191e-06	0.00192772	2	0.00154109	0	0	103742
3	1	3.16884e-08	0	0	-26.7419	-81.2105	-0.521865	65841.9	-21680.7	-78.225	85.5017	6.70839e-07	0.00620704	2	0.00154109	0	0	79030.3
8	1	6.06248e-08	0	0	100.143	-55.477	0.0384445	29029.7	52402.4	217.301	114.483	8.00269e-07	0.00364286	4	0.00308217	0	0	26881.4
6	1	7.85276e-08	0	0	-231.662	107.59	-0.318887	-16892.9	-36375.1	-55.4914	255.431	1.897e-05	0.00186361	8	0.00616435	0	0	31057.6
9	1	7.74091e-08	0	0	-157.723	-104.33	-0.28282	25715.5	-38875.5	-110.86	189.107	1.59995e-06	0.00280954	8	0.00616435	0	0	26932.2
5	1	7.90914e-08	0	0	-236.873	123.359	-0.262991	-18117	-34786.8	108.923	267.067	1.75234e-05	0.00294653	16	0.0123287	0	0	31251
2	1	6.03688e-08	0	3.0035e-09	-154.257	-456.09	-1.57307	27671.9	-9359.14	11.6988	481.472	1.20973e-06	0.00329167	32	0.0246574	0	0	55073.4
10	1	5.44639e-08	0	3.0035e-09	406.835	164.556	-0.722804	-11472.6	28364.6	152.581	438.855	1.16559e-06	0.00525172	32	0.0246574	0	0	58646.3
4	1	3.86879e-08	1.2014e-08	6.007e-09	-748.65	684.466	-0.0220525	-13579.8	-14853.2	39.1149	1014.38	2.09343e-06	0.00194369	64	0.0493148	0	0	124934
7	1	3.07441e-08	1.2014e-08	6.007e-09	-1713.15	-167.833	-10.273	1506.21	-15375.6	16.6993	1721.39	4.38805e-06	0.00606502	256	0.197259	0	0	204703
