1	1	3.54255e-08	0	0	-65.6882	25.8144	0.0795262	-27905.9	-71010.5	119.343	70.5786	1.72091e-06	0.00192777	2	0.00154109	0	0	103743
3	1	3.16884e-08	0	0	65.1939	55.3174	0.394818	-44849.7	52855.2	287.528	85.5008	1.76622e-06	0.00620711	2	0.00154109	0	0	79032
8	1	6.06799e-08	0	0	-18.845	112.911	0.301216	-59091.5	-9862	-150.908	114.473	8.49427e-07	0.00364267	4	0.00308217	0	0	26861.4
6	1	7.85482e-08	0	0	-198.907	160.233	-0.22431	-25159.8	-31233.5	-65.9173	255.418	1.58625e-05	0.00186347	8	0.00616435	0	0	31052.4
9	1	7.75285e-08	0	0	83.6441	169.589	0.470905	-41804.5	20618.5	60.6217	189.096	2.04646e-06	0.00280946	8	0.00616435	0	0	26893.9
5	1	7.90729e-08	0	0	219.196	152.544	-0.534916	-22405.3	32194.6	-84.7476	267.055	1.13106e-05	0.00294627	16	0.0123287	0	0	31261
2	1	6.03716e-08	0	3.0035e-09	-350.785	-329.783	-1.47862	20009.1	-21283.2	-34.6036	481.465	1.17617e-06	0.00329162	32	0.0246574	0	0	55072.4
10	1	5.44637e-08	0	3.0035e-09	175.81	402.092	1.01337	-28034.7	12257.5	144.323	438.85	2.31739e-06	0.00525174	32	0.0246574	0	0	58647.8
4	1	3.86879e-08	1.2014e-08	6.007e-09	536.299	861.011	-1.94241	-17082.6	10640.3	6.71009	1014.38	1.03319e-06	0.00194369	64	0.0493148	0	0	124936
7	1	3.07441e-08	1.2014e-08	6.007e-09	903.318	1465.31	4.73677	-13150.8	8107.33	-83.5	1721.39	6.90109e-06	0.006065	256	0.197259	0	0	204703
