1	1	3.54255e-08	0	0	-46.4203	-53.186	0.130708	57475.6	-50164.3	-40.2984	70.5947	2.93974e-07	0.00192541	2	0.00154109	0	0	103696
3	1	3.16884e-08	0	0	-80.2226	29.7359	0.116395	-24085.1	-64976	-419.418	85.5565	1.00948e-06	0.00620348	2	0.00154109	0	0	78929.2
8	1	5.24464e-08	0	0	94.8316	65.0124	0.390981	-33800.8	49303.6	79.2433	114.977	1.47353e-06	0.00364977	4	0.00308217	0	0	31120.9
6	1	7.8188e-08	0	0	248.389	62.3049	0.478257	-9745.32	38850.9	10.61	256.083	4.7833e-06	0.00188627	8	0.00616435	0	0	31033.7
9	1	6.57122e-08	0	0	55.7699	181.319	0.505997	-44481.4	13681.4	41.32	189.703	1.20103e-06	0.00281121	8	0.00616435	0	0	31848.6
5	1	8.08076e-08	0	0	19.8445	266.904	-0.784147	-39072.3	2905.46	8.19109	267.641	9.99156e-06	0.00293729	16	0.0123287	0	0	30770.2
2	1	6.00402e-08	0	3.0035e-09	444.679	185.631	1.18497	-11248.7	26946	63.9012	481.872	2.53522e-06	0.00329186	32	0.0246574	0	0	55852.7
10	1	5.44722e-08	0	3.0035e-09	-438.478	25.4845	1.59144	-1775	-30532.8	-116.255	439.221	1.60027e-07	0.00525139	32	0.0246574	0	0	58539.7
4	1	3.86892e-08	1.2014e-08	6.007e-09	303.747	-968.147	1.00946	19199.6	6023.66	-33.5999	1014.68	1.62996e-06	0.00194368	64	0.0493148	0	0	124858
7	1	3.07442e-08	1.2014e-08	6.007e-09	351.414	-1685.39	2.95673	15122.5	3153.29	89.8572	1721.64	3.28004e-07	0.00606502	256	0.197259	0	0	204643
