#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
1	1	3.54255e-08	0	0	-64.2369	29.2566	0.0620787	-31622.1	-69431.1	123.018	70.5856	5.5295e-08	0.0018367	2	0.00154109	0	0	103722
3	1	3.16884e-08	0	0	83.1332	20.0851	0.179361	-16277.7	67370.4	406.064	85.5252	1.00255e-07	0.00622274	2	0.00154109	0	0	78986.7
8	1	6.06248e-08	0	0	-109.093	35.4545	-0.117519	-18497.2	-56916.5	-212.025	114.71	6.31479e-08	0.00368795	4	0.00308217	0	0	26775
6	1	7.84308e-08	0	0	-247.301	-65.0617	-0.356914	10198.4	-38764.7	-25.0296	255.721	1.76409e-05	0.00152905	8	0.00616435	0	0	31025.4
9	1	6.95519e-08	0	0	26.4323	187.528	0.525134	-46121.4	6500.81	22.3532	189.382	1.57636e-07	0.00281411	8	0.00616435	0	0	30193.2
5	1	7.86138e-08	0	0	265.85	28.3024	-0.0536138	-4149.85	38981.4	-122.979	267.357	1.94351e-05	0.00314349	16	0.0123287	0	0	31695.5
2	1	5.47012e-08	0	3.0035e-09	426.218	-224.417	-0.0650648	13606.5	25841.8	97.3381	481.689	2.53752e-09	0.00333564	32	0.0246574	0	0	60722.7
10	1	5.00278e-08	0	3.0035e-09	-399.821	181.388	2.08292	-12638.6	-27857.6	-67.0297	439.048	1.94655e-08	0.00522578	32	0.0246574	0	0	63788
4	1	3.68613e-08	1.2014e-08	6.007e-09	703.288	731.189	-1.97089	-14503.8	13950.4	-1.43843	1014.52	1.47714e-10	0.001944	64	0.0493148	0	0	131088
7	1	3.0599e-08	1.2014e-08	6.007e-09	-500.104	-1647.25	-2.21013	14782.1	-4487.97	91.5787	1721.49	7.93776e-10	0.0060654	256	0.197259	0	0	205650
