#ID	Type	M	WM	SWM	x	y	z	xv	vy	vz	a	e	i	N	dt	init_time	formation_time	P
1	1	3.54255e-08	0	0	60.832	-35.8358	-0.0315406	38719.4	65727	-124.879	70.6027	3.74719e-08	0.00169689	2	0.00154109	0	0	103671
3	1	3.16884e-08	0	0	-85.088	9.19927	0.0253339	-7447.46	-68883.6	-432.619	85.5839	4.44425e-08	0.00625098	2	0.00154109	0	0	78878.5
8	1	5.24465e-08	0	0	98.4176	-59.8955	0.0194668	31045.3	51012.3	225.465	115.211	5.28227e-09	0.00377935	4	0.00308217	0	0	30995.1
6	1	7.79912e-08	0	0	43.5518	252.725	0.266467	-39444.7	6797.41	-4.96436	256.452	3.87852e-06	0.00104644	8	0.00616435	0	0	31342
9	1	6.54645e-08	0	0	110.5	154.579	0.42332	-37828.6	27041.3	81.2429	190.013	5.46292e-08	0.00283124	8	0.00616435	0	0	31864.6
5	1	6.17562e-08	0	0	-267.049	23.0406	-0.369267	-3365.29	-39005.9	120.386	268.041	6.36957e-06	0.00336943	16	0.0123287	0	0	40136.4
2	1	3.88119e-08	0	3.0035e-09	-481.088	31.5718	-0.596588	-1911.52	-29129.3	-92.4129	482.123	1.08105e-08	0.00339894	32	0.0246574	0	0	86297.1
10	1	3.7275e-08	0	3.0035e-09	-288.587	331.407	2.28185	-23059.2	-20079.8	1.29883	439.453	1.86549e-08	0.00519268	32	0.0246574	0	0	85445.5
4	1	3.24199e-08	1.2014e-08	6.007e-09	-971.393	-293.771	1.68426	5824.46	-19259.3	20.3986	1014.84	6.19136e-10	0.00194478	64	0.0493148	0	0	148947
7	1	3.02374e-08	1.2014e-08	6.007e-09	1034.38	-1376.41	6.93321	12348.7	9280.48	70.0865	1721.77	8.00329e-10	0.00606636	256	0.197259	0	0	208040
