#r [R_J]	sigma [M_J/R_J^2]	T [K]
2.08351800474	8.783838376788095e-07	1075.8206338736172
2.09651961227	8.814082540802731e-07	1076.6807178617635
2.10960235268	8.844443846853282e-07	1077.5447412810954
2.12276673224	8.874922784928164e-07	1078.412710093351
2.13601326041	8.905519847155276e-07	1079.2846302771256
2.14934244981	8.936235527811565e-07	1080.1605078279053
2.16275481626	8.967070323332559e-07	1081.0403487580963
2.17625087881	8.998024732322071e-07	1081.9241590970626
2.18983115974	9.029099255561814e-07	1082.811944891152
2.20349618458	9.060294396021183e-07	1083.7037122037345
2.21724648217	9.091610658866956e-07	1084.5994671152312
2.23108258462	9.123048551473148e-07	1085.499215723149
2.24500502737	9.154608583430874e-07	1086.4029641421123
2.25901434921	9.18629126655819e-07	1087.3107185038975
2.27311109227	9.218097114910112e-07	1088.222484957464
2.28729580209	9.250026644788527e-07	1089.138269668988
2.3015690276	9.282080374752301e-07	1090.058078821897
2.31593132115	9.314258825627284e-07	1090.981918616901
2.33038323856	9.346562520516481e-07	1091.9097952720276
2.34492533908	9.37899198481023e-07	1092.8417150226528
2.35955818549	9.411547746196365e-07	1093.7776841215384
2.37428234406	9.444230334670517e-07	1094.717708838862
2.38909838459	9.477040282546425e-07	1095.661795462252
2.40400688046	9.509978124466281e-07	1096.6099502968218
2.41900840859	9.543044397411107e-07	1097.5621796652028
2.43410354954	9.576239640711224e-07	1098.5184899075791
2.44929288747	9.609564396056777e-07	1099.4788873817197
2.46457701018	9.64301920750821e-07	1100.4433784630155
2.47995650916	9.676604621506903e-07	1101.4119695445106
2.49543197957	9.710321186885812e-07	1102.3846670369373
2.5110040203	9.744169454880141e-07	1103.3614773687514
2.52667323396	9.77814997913805e-07	1104.3424069861662
2.54244022694	9.812263315731477e-07	1105.3274623531859
2.5583056094	9.846510023166978e-07	1106.316649951641
2.57426999531	9.880890662396547e-07	1107.3099762812221
2.59033400248	9.91540579682859e-07	1108.3074478595177
2.60649825257	9.95005599233891e-07	1109.3090712220437
2.6227633711	9.984841817281728e-07	1110.3148529222826
2.63912998753	1.0019763842500716e-06	1111.3247995317163
2.65559873522	1.0054822641340177e-06	1112.338917639863
2.67217025149	1.0090018789656225e-06	1113.35721385431
2.68884517765	1.0125352865827963e-06	1114.37969480075
2.70562415899	1.0160825450768805e-06	1115.4063671230167
2.72250784484	1.0196437127937803e-06	1116.437237483121
2.73949688857	1.0232188483351032e-06	1117.4723125612832
2.75659194765	1.026808010559295e-06	1118.5115990559716
2.77379368364	1.0304112585827996e-06	1119.5551036839388
2.79110276221	1.034028651781207e-06	1120.602833180253
2.80851985322	1.0376602497904092e-06	1121.6547942983384
2.82604563067	1.0413061125077677e-06	1122.7109938100084
2.84368077281	1.0449663000932853e-06	1123.7714385055037
2.86142596209	1.0486408729707737e-06	1124.8361351935262
2.87928188523	1.0523298918290383e-06	1125.9050907012754
2.89724923323	1.056033417623064e-06	1126.978311874486
2.9153287014	1.059751511575204e-06	1128.0558055774643
2.93352098941	1.063484235176373e-06	1129.1375786931214
2.95182680127	1.0672316501872523e-06	1130.2236381230157
2.97024684539	1.0709938186394978e-06	1131.313990787381
2.98878183461	1.0747708028369474e-06	1132.408643625173
3.00743248621	1.0785626653568403e-06	1133.5076035940974
3.02619952196	1.0823694690510436e-06	1134.6108776706512
3.04508366811	1.0861912770472791e-06	1135.71847285016
3.06408565545	1.0900281527503507e-06	1136.8303961468123
3.08320621935	1.0938801598433964e-06	1137.946654593699
3.10244609975	1.097747362289126e-06	1139.067255242848
3.1218060412	1.101629824331072e-06	1140.192205165266
3.14128679291	1.1055276104948483e-06	1141.3215114509699
3.16088910877	1.1094407855894131e-06	1142.45518120903
3.18061374737	1.1133694147083385e-06	1143.5932215676019
3.20046147202	1.1173135632310738e-06	1144.7356396739701
3.22043305081	1.1092402864496188e-06	1145.882442694581
3.24052925661	1.1012938026476286e-06	1147.033637815082
3.26075086713	1.0934723960410712e-06	1148.189232240361
3.28109866491	1.0857743745744038e-06	1149.349233194583
3.3015734374	1.0781980695935208e-06	1150.5136479212272
3.32217597694	1.0707418355232046e-06	1151.682483683127
3.34290708083	1.0634040495490222e-06	1152.8557477625086
3.36376755133	1.0561831113036194e-06	1154.0334474610263
3.38475819573	1.0490774425573311e-06	1155.2155900998046
3.40587982634	1.0420854869130598e-06	1156.4021830194733
3.42713326054	1.0352057095053684e-06	1157.5932335802104
3.4485193208	1.028436596703714e-06	1158.7887491617762
3.47003883476	1.0217766558197814e-06	1159.9887371635546
3.49169263519	1.0152244148188442e-06	1161.1932050045916
3.51348156006	1.008778422035118e-06	1162.4021601236352
3.53540645258	1.0024372458910302e-06	1163.6156099791726
3.55746816122	9.961994746203596e-07	1164.83356204947
3.57966753974	9.90063715995205e-07	1166.056023832613
3.60200544724	9.840285970567073e-07	1167.2830028465448
3.62448274816	9.780927638494935e-07	1168.514506629106
3.64710031234	9.722548811597736e-07	1169.7505427380734
3.66985901507	9.657292009020746e-07	1170.9911187512018
3.69275973707	9.66163398570286e-07	1172.236242266261
3.71580336459	9.665168843315493e-07	1173.4859209010774
3.73899078937	9.668329632960863e-07	1174.7401622935724
3.76232290875	9.673769592945974e-07	1175.9989741018057
3.78580062565	9.679213095824433e-07	1177.262364004011
3.80942484864	9.689707118791068e-07	1178.530339698639
3.83319649193	9.70336708476819e-07	1179.8029089043966
3.85711647548	9.717046315291605e-07	1181.0800793602887
3.88118572495	9.730744837540583e-07	1182.3618588256568
3.90540517179	9.74446267873275e-07	1183.64825508022
3.92977575327	9.75819986612419e-07	1184.9392759241173
3.95429841251	9.780098634056395e-07	1186.2349291779465
3.97897409849	9.765880213286345e-07	1187.535222682805
4.00380376615	9.751881402571939e-07	1188.8401643003344
4.02878837636	9.738101301467273e-07	1190.149761912754
4.05392889599	9.724539016155602e-07	1191.4640234229123
4.07922629796	9.71119365941347e-07	1192.7829567543156
4.10468156125	9.698064350575296e-07	1194.1065698511825
4.13029567093	9.685150215497996e-07	1195.4348706784767
4.15606961826	9.672450386525905e-07	1196.7678672219506
4.18200440065	9.659964002455913e-07	1198.1055674881877
4.20810102175	9.64769020850282e-07	1199.4479795046439
4.23436049147	9.635628156264913e-07	1200.7951113196898
4.26078382601	9.623777003689693e-07	1202.146971002652
4.28737204794	9.61213591504e-07	1203.5035666438544
4.31412618617	9.600704060860119e-07	1204.8649063546634
4.34104727608	9.589480617942249e-07	1206.2309982675258
4.36813635947	9.578464769293175e-07	1207.6018505360148
4.39539448465	9.567655704101085e-07	1208.97747133487
4.42282270649	9.557052617702688e-07	1210.357868860042
4.45042208643	9.546654711550409e-07	1211.7430513287325
4.47819369253	9.536461193179943e-07	1213.1330269794394
4.50613859952	9.526471276177932e-07	1214.5278040719986
4.53425788883	9.516684180149793e-07	1215.9273908876269
4.56255264866	9.507099130687938e-07	1217.3317957289648
4.59102397396	9.497715359339973e-07	1218.74102692012
4.61967296655	9.48853210357721e-07	1220.1550928067115
4.64850073512	9.479548606763429e-07	1221.5740017559106
4.67750839526	9.47076411812372e-07	1222.9977621564867
4.70669706954	9.462177892713648e-07	1224.4263824188492
4.73606788752	9.453789191388449e-07	1225.859870975092
4.76562198582	9.445597280772626e-07	1227.2982362790376
4.79536050816	9.437601433229586e-07	1228.74148680628
4.82528460537	9.429800926831523e-07	1230.1896310542281
4.85539543548	9.354887840247352e-07	1231.6426775421523
4.88569416375	9.280597307189e-07	1233.100634811226
4.91618196271	9.20692395991994e-07	1234.5635114245706
4.94686001219	9.13386247829835e-07	1236.0313159673003
4.9777294994	9.061407589346567e-07	1237.5040570465676
5.00879161896	8.989554066824413e-07	1238.9817432916045
5.04004757292	8.918296730806507e-07	1240.464383353771
5.07149857087	8.847630447263413e-07	1241.9519859065965
5.10314582992	8.777550127646649e-07	1243.4445596458283
5.13499057478	8.708050728477508e-07	1244.9421132894734
5.1670340378	8.639127250939595e-07	1246.444655577844
5.19927745904	8.570774740475175e-07	1247.9521952736056
5.23172208626	8.502988286385171e-07	1249.4647411618184
5.26436917505	8.435763021432842e-07	1250.982302049985
5.2972199888	8.369094121451122e-07	1252.5048867680953
5.33027579881	8.302976804953485e-07	1254.032504168672
5.3635378843	8.237406332748458e-07	1255.5651631268172
5.39700753246	8.172378007557614e-07	1257.1028725402557
5.43068603855	8.107887173637083e-07	1258.6456413293863
5.46457470586	8.043929216402552e-07	1260.1934784373193
5.49867484587	7.980499562057639e-07	1261.7463928299333
5.5329877782	7.917593677225732e-07	1263.3043934959092
5.56751483072	7.855207068585177e-07	1264.86748944679
5.60225733959	7.793335282507802e-07	1266.4356897170137
5.63721664931	7.731973904700761e-07	1268.0090033639738
5.67239411276	7.671118559851655e-07	1269.5874394680502
5.70779109127	7.610764911276891e-07	1271.171007132673
5.74340895466	7.550908660573277e-07	1272.7597154843554
5.77924908129	7.491545547272812e-07	1274.3535736727483
5.81531285814	7.432671348500595e-07	1275.9525908706844
5.85160168085	7.365490947824651e-07	1277.5567762742278
5.88811695373	7.298919049526216e-07	1279.1661391027183
5.92486008989	7.232950130412659e-07	1280.7806885988216
5.96183251125	7.167578717526646e-07	1282.4004340285746
5.9990356486	7.102799387688328e-07	1284.0253846814364
6.03647094165	7.038606767041665e-07	1285.655549870331
6.07413983911	6.974995530604969e-07	1287.2909389317003
6.11204379872	6.911960401825484e-07	1288.9315612255482
6.15018428731	6.849496152138056e-07	1290.5774261354923
6.18856278089	6.787597600527839e-07	1292.228543068808
6.22718076465	6.726259613096988e-07	1293.8849214564802
6.26603973307	6.665477102635305e-07	1295.5465707532512
6.30514118994	6.605245028194811e-07	1297.2135004376673
6.34448664845	6.545558394668197e-07	1298.8857200121295
6.38407763121	6.486412252371137e-07	1300.5632390029411
6.42391567035	6.427801696628376e-07	1302.2460669603586
6.46400230756	6.347865432925312e-07	1303.934213458637
6.50433909414	6.269003504264244e-07	1305.6276880960827
6.54492759109	6.19120060381776e-07	1307.3265004951
6.58576936912	6.114441651531008e-07	1309.0306603022432
6.62686600877	6.038711790680057e-07	1310.7401771882628
6.66821910043	5.963996384483247e-07	1312.4550608481577
6.70983024442	5.890281012764622e-07	1314.1753210012241
6.75170105103	5.817551468668803e-07	1315.9009673911046
6.79383314063	5.745793755426313e-07	1317.6320097858388
6.83622814367	5.674994083168782e-07	1319.3684579779133
6.87888770079	5.605138865793027e-07	1321.110321784312
6.92181346287	5.536214717873429e-07	1322.8576110465663
6.96500709108	5.468208451621813e-07	1324.6103356308045
7.00847025697	5.401107073894009e-07	1326.3685054278035
7.0522046425	5.33489778324249e-07	1328.1321303530403
7.09621194016	5.269567967014325e-07	1329.90122034674
7.14049385297	5.205105198493681e-07	1331.6757853739289
7.18505209459	5.14149723408831e-07	1333.455835424484
7.22988838937	5.0787320105592e-07	1335.241380513186
7.27500447243	5.016797642292892e-07	1337.0324306797686
7.3204020897	4.955682418615576e-07	1338.8289959889707
7.36608299802	4.895374801148532e-07	1340.6310865305877
7.41204896519	4.853308751861083e-07	1342.4387124195227
7.45830177004	4.846441347680535e-07	1344.2518837958419
7.50484320249	4.839583662866384e-07	1346.0706108248155
7.55167506365	4.832735683660057e-07	1347.894903696987
7.59879916586	4.825897396322441e-07	1349.7247726282062
7.64621733276	4.819068787133879e-07	1351.5602278596987
7.69393139937	4.812249842394142e-07	1353.4012796581019
7.74194321219	4.805440548422396e-07	1355.2479383155337
7.79025462921	4.798640891557176e-07	1357.100214149632
7.83886752003	4.791850858156376e-07	1358.9581175036133
7.8877837659	4.785070434597173e-07	1360.8216587463244
7.93700525984	4.7559347149079236e-07	1362.6908482722965
7.98653390665	4.7077878553573624e-07	1364.5656965017952
8.03637162304	4.660130257210073e-07	1366.4462138808767
8.08652033767	4.612956930041723e-07	1368.3324108814397
8.13698199123	4.5662629345171143e-07	1370.2242980012786
8.18775853653	4.5200433818652527e-07	1372.1218857641377
8.23885193857	4.474293433359875e-07	1374.025184719764
8.29026417461	4.429008299805338e-07	1375.9342054439614
8.34199723422	4.384183241027757e-07	1377.8489585386455
8.39405311943	4.339813565371445e-07	1379.7694546318953
8.44643384474	4.2958946292005124e-07	1381.6957043780094
8.49914143722	4.252421836405608e-07	1383.62771845756
8.55217793658	4.209390637915768e-07	1385.5655075774455
8.60554539529	4.1667965312152467e-07	1387.5090824709469
8.65924587861	4.124635059865374e-07	1389.4584538977826
8.71328146467	4.082901813031334e-07	1391.4136326441615
8.76765424459	4.0415924250137833e-07	1393.3746295228389
8.82236632254	4.000702574785356e-07	1395.3414553731707
8.8774198158	3.9602279855318854e-07	1397.3141210611702
8.9328168549	3.920164424198392e-07	1399.2926374795622
8.98855958362	3.880507701039753e-07	1401.277015547838
9.04465015914	3.841253669175959e-07	1403.2672662123105
9.10109075211	3.8023982241520127e-07	1405.2634004461727
9.15788354671	3.763937303502309e-07	1407.2654292495506
9.21503074076	3.7258668863195363e-07	1409.273363649559
9.27253454578	3.6881829928280086e-07	1411.2872147003598
9.33039718711	3.650881683961394e-07	1413.3069934832163
9.38862090396	3.6139590609448e-07	1415.33271110655
9.44720794952	3.580039208651611e-07	1417.3643787059968
9.50616059105	3.5464377737835654e-07	1419.4020074444638
9.56548110994	3.513151766749702e-07	1421.4456085121865
9.62517180183	3.480178226032695e-07	1423.4951931267842
9.68523497668	3.4452365502434896e-07	1425.5507725333177
9.74567295885	3.4106477123563256e-07	1427.6123580043472
9.80648808725	3.376408129382767e-07	1429.6799608399879
9.86768271533	3.3425142549172655e-07	1431.753592367968
9.92925921125	3.3089625787617025e-07	1433.8332639436862
9.99121995797	3.275749626553787e-07	1435.9189869502704
10.0535673533	3.2428719593993027e-07	1438.0107727986315
10.11630381	3.2103261735081206e-07	1440.1086329275295
10.1794317558	3.1781088998339864e-07	1442.2125788036178
10.2429536339	3.146216803718027e-07	1444.322621921518
10.3068719023	3.1146465845359167e-07	1446.4387738038643
10.3711890347	3.0833949753486827e-07	1448.5610460013686
10.4359075201	3.0524587425571197e-07	1450.6894500928784
10.5010298629	3.02183468555978e-07	1452.8239976854334
10.5665585834	2.99151963641445e-07	1454.9647004143262
10.6324962175	2.961510459503158e-07	1457.111569943161
10.6988453167	2.9318040512006107e-07	1459.2646179639114
10.7656084489	2.902397339546067e-07	1461.4238561969812
10.8327881975	2.873287283918565e-07	1463.5892963912622
10.9003871625	2.8444708747155267e-07	1465.7609503241943
10.9684079598	2.8159451330346563e-07	1467.9388298018264
11.0368532217	2.7992701060915205e-07	1470.1229466588732
11.1057255971	2.7967718366682147e-07	1472.3133127587778
11.175027751	2.782093851011854e-07	1474.50993999377
11.2447623656	2.754965895558739e-07	1476.712840284928
11.3149321394	2.7281024647873213e-07	1478.9220255822368
11.3855397879	2.7015009792946895e-07	1481.13750786465
11.4565880436	2.675158884830126e-07	1483.3592991401495
11.5280796559	2.6490736520498497e-07	1485.587411445807
11.6000173915	2.623242776274152e-07	1487.8218568478449
11.6724040342	2.5976637772468697e-07	1490.0626474416952
11.7452423855	2.572334198897242e-07	1492.309795352064
11.8185352639	2.5472516091040713e-07	1494.5633127329897
11.892285506	2.522413599462169e-07	1496.823211767906
11.9664959656	2.497817785051124e-07	1491.9856045066608
12.0411695147	2.473461804206264e-07	1487.164928892588
12.1163090431	2.449343318291901e-07	1482.361123673513
12.1919174586	2.425460011476773e-07	1477.574127821672
12.2679976871	2.4018095905116604e-07	1472.8038805328856
12.3445526729	2.3783897845091877e-07	1468.0503212257356
12.4215853784	2.3551983447257764e-07	1463.3133895407432
12.4990987849	2.3322330443457003e-07	1458.593025339557
12.577095892	2.309491678267268e-07	1453.8891687041341
12.6555797181	2.2975188484172576e-07	1449.2017599359299
12.7345533004	2.2966319279486307e-07	1444.5307395550929
12.8140196951	2.289238008099008e-07	1439.8760482996563
12.8939819775	2.275002972170637e-07	1435.2376271247401
12.9744432419	2.2608564532193558e-07	1430.615417201748
13.0554066023	2.2467979008242057e-07	1426.0093599175727
13.1368751917	2.232826767986879e-07	1421.4193968738043
13.2188521629	2.2189425111104448e-07	1416.8454698859387
13.3013406883	2.205144589978204e-07	1412.2875209825893
13.3843439601	2.1914324677326666e-07	1407.7454924047036
13.4678651905	2.1778056108546473e-07	1403.2193266047852
13.5519076116	2.1642634891425343e-07	1398.708966246108
13.6364744758	2.150805575691645e-07	1394.214354201945
13.7215690556	2.1374313468737194e-07	1389.7354335547955
13.8071946443	2.1241402823165608e-07	1385.2721475956125
13.8933545553	2.110931864883777e-07	1380.8244398230395
13.980052123	2.0978055806546612e-07	1376.392253942642
14.0672907025	2.084760918904206e-07	1371.9755338661475
14.1550736697	2.0717973720832175e-07	1367.5742237106883
14.2434044219	2.058914435798573e-07	1363.1882677980427
14.3322863772	2.0461116087936036e-07	1358.8176106538842
14.4217229753	2.0333883929285748e-07	1354.4621970070282
14.5117176774	2.020744293161322e-07	1350.1219717886906
14.6022739661	2.0081788175279742e-07	1345.7968801317345
14.6933953458	1.995691477123819e-07	1341.4868673699339
14.7850853428	1.9832817860842836e-07	1337.1918790372317
14.8773475054	1.9709492615660258e-07	1332.9118608670053
14.9701854041	1.9586934237281447e-07	1328.6467587913305
15.0636026315	1.9465137957135134e-07	1324.3965189402504
15.1576028029	1.934409903630232e-07	1320.1610876410489
15.2521895558	1.9223812765331732e-07	1315.9404114175227
15.3473665508	1.9104274464056776e-07	1311.7344369892585
15.443137471	1.8985479481413275e-07	1307.5431112709139
15.5395060227	1.886742319525856e-07	1303.3663813714957
15.6364759352	1.8750101012191683e-07	1299.2041945936526
15.7340509611	1.8633508367374643e-07	1295.0564984329528
15.8322348765	1.8517640724354745e-07	1290.9232405771804
15.931031481	1.8402493574888114e-07	1286.8043689056265
16.0304445978	1.8288062438764362e-07	1282.699831488384
16.1304780743	1.8174342863632128e-07	1278.6095765856458
16.2311357815	1.8061330424825985e-07	1274.5335526470055
16.3324216148	1.7949020725194162e-07	1270.4717083107605
16.4343394938	1.7837409394927517e-07	1266.4239924032165
16.5368933626	1.7726492091389534e-07	1262.3903539379971
16.64008719	1.7616264498947326e-07	1258.3707421153536
16.7439249694	1.7506722328803695e-07	1254.365106321479
16.8484107192	1.739786131883028e-07	1250.3733961278222
16.953548483	1.7289677233401784e-07	1246.39556129041
17.0593423293	1.718216586323105e-07	1242.4315517491632
17.1657963524	1.7075323025205438e-07	1238.4813176272226
17.2729146718	1.696914456222385e-07	1234.5448092302743
17.380701433	1.6863626343035224e-07	1230.6219770458783
17.4891608071	1.6758764262077658e-07	1226.7127717427998
17.5982969914	1.665455423931865e-07	1222.8171441703398
17.7081142093	1.6550992220096398e-07	1218.9350453576749
17.8186167106	1.644807417496207e-07	1215.0664265131913
17.9298087717	1.6345796099522916e-07	1211.2112390238296
18.0416946956	1.6244154014286592e-07	1207.369434454424
18.154278812	1.6143143964506256e-07	1203.5409645470481
18.2675654779	1.6042762020026613e-07	1199.7257812203688
18.3815590774	1.594300427513117e-07	1195.9238365689876
18.4962640219	1.584386684839018e-07	1192.1350828627985
18.6116847502	1.5745345882509571e-07	1188.3594725463424
18.7278257291	1.5647437544180938e-07	1184.5969582381642
18.8446914532	1.5550138023932398e-07	1180.8474927301727
18.9622864448	1.5453443535980288e-07	1177.1110289870023
19.0806152549	1.535735031808197e-07	1173.3875201453775
19.1996824626	1.5261854631389402e-07	1169.6769195134818
19.3194926757	1.5166952760303575e-07	1165.9791805703235
19.4400505307	1.5072641012330108e-07	1162.294256965109
19.5613606931	1.4978915717935492e-07	1158.6221025166171
19.6834278574	1.4885773230404285e-07	1154.9626712125762
19.8062567474	1.479320992569725e-07	1151.3159172090386
19.9298521166	1.4701222202310413e-07	1147.6817948297646
20.0542187478	1.4609806481134796e-07	1144.0602585656047
20.179361454	1.4518959205317318e-07	1140.451263073886
20.3052850781	1.4428676840122263e-07	1136.8547631777967
20.4319944931	1.433895587279381e-07	1133.2707138657793
20.5594946024	1.4249792812419384e-07	1129.6990702909209
20.6877903404	1.41611841897938e-07	1126.1397877703478
20.8168866717	1.407312655728425e-07	1122.5928217846217
20.9467885924	1.3985616488696197e-07	1119.058127977139
21.0775011295	1.3898650579140054e-07	1115.535662153533
21.2090293413	1.3812225444898733e-07	1112.0253802810723
21.3413783179	1.3726337723295976e-07	1108.527238488074
21.474553181	1.3640984072565428e-07	1105.0411930633038
21.6085590844	1.3556161171720773e-07	1101.5672004553899
21.7434012139	1.347186572042642e-07	1098.1052172722334
21.8790847877	1.3388094438869073e-07	1094.6552002804228
22.0156150567	1.3304844067630207e-07	1091.2171064046515
22.1529973044	1.3222111367559154e-07	1087.790892727134
22.2912368473	1.313989311964711e-07	1084.3765164870274
22.4303390352	1.3058186124901924e-07	1080.973935079855
22.5703092511	1.2976987204223604e-07	1077.58310605693
22.7111529118	1.2896293198280534e-07	1074.203987124782
22.8528754676	1.2816100967386708e-07	1070.8365361445894
22.9954824032	1.2736407391379487e-07	1067.480711131605
23.1389792372	1.2657209369498145e-07	1064.136470254594
23.2833715228	1.2578503820263343e-07	1060.8037718352675
23.4286648478	1.250028768135712e-07	1057.482574347719
23.5748648349	1.24225579095038e-07	1054.1728364178668
23.7219771418	1.2345311480351587e-07	1050.8745168228922
23.8700074617	1.2268545388354898e-07	1047.5875744906855
24.0189615231	1.2192256646657313e-07	1044.3119684992905
24.1688450904	1.2116442286975535e-07	1041.0476580763523
24.3196639639	1.2041099359483795e-07	1037.7946025985684
