#r [R_J]	sigma [M_J/R_J^2]	T [K]
1.0	3.899141872952637e-07	1000.4520136099998
1.01253200001	3.965407809567726e-07	1001.318774544188
1.02522105104	4.03281345122923e-07	1002.1989416561867
1.03806912126	4.10137862660899e-07	1003.0925484889262
1.0510782035	4.17112351312477e-07	1003.9996288029756
1.06425031555	4.242068643135767e-07	1004.9202165773206
1.07758750052	4.3142349102491573e-07	1005.854346010145
1.09109182708	4.3876435757397363e-07	1006.8020515196123
1.10476538987	4.462316275084637e-07	1007.7633677446544
1.11861030974	4.5382750246152837e-07	1008.7383295457657
1.13262873415	4.61554222828864e-07	1009.7269720057968
1.14682283746	4.694140684579949e-07	1010.7293304307549
1.16119482127	4.774093593499119e-07	1011.7454403506099
1.17574691478	4.85542456373302e-07	1012.7753375201007
1.19048137513	4.938157619915977e-07	1013.8190579195459
1.20540048773	5.022317210030773e-07	1014.8766377556651
1.22050656665	5.107928212942473e-07	1015.9481134623945
1.23580195495	5.195015946067559e-07	1017.0335217017132
1.25128902506	5.28360617318076e-07	1018.1328993644736
1.26697017914	5.373725112362107e-07	1019.2462835712299
1.28284784943	5.465399444086695e-07	1020.3737116730806
1.29892449869	5.558656319459812e-07	1021.5152212525047
1.31520262052	5.653523368600034e-07	1022.6708501242089
1.33168473977	5.750028709172906e-07	1023.8406363359795
1.34837341294	5.848200955078053e-07	1025.0246181695322
1.36527122856	5.948069225292403e-07	1026.2228341413725
1.38238080761	6.049663152872406e-07	1027.4353230036586
1.39970480391	6.153012894118069e-07	1028.662123745066
1.41724590452	6.258149137901813e-07	1029.9032755916594
1.43500683021	6.365103115165092e-07	1031.1588180077695
1.45299033582	6.473906608585847e-07	1032.4287906968696
1.47119921072	6.584591962419799e-07	1033.713233602461
1.48963627924	6.697192092518892e-07	1035.0121869089633
1.5083044011	6.811740496529935e-07	1036.3256910426035
1.52720647187	6.928271264276878e-07	1037.6537866723152
1.54634542339	7.046819088329809e-07	1038.996514710641
1.56572422425	7.16741927476435e-07	1040.353916314636
1.58534588024	7.290107754114678e-07	1041.726032886781
1.60521343482	7.414921092523835e-07	1043.112906075895
1.6253299696	7.50322281208954e-07	1044.5145777780563
1.64569860479	7.592643172046303e-07	1045.9310901375256
1.66632249972	7.683197119796257e-07	1047.3624855476776
1.6872048533	7.774899810909042e-07	1048.808806651928
1.70834890454	7.86776661210787e-07	1050.2700963446766
1.72975793302	7.921428970122765e-07	1051.7463977722482
1.75143525946	7.975503053852802e-07	1053.2377543338382
1.77338424614	8.029992283097605e-07	1054.7442096824645
1.79560829753	8.084900107384414e-07	1056.2658077259264
1.81811086073	8.140230006232743e-07	1057.8025926277608
1.84089542605	8.19598548942133e-07	1059.3546088082114
1.86396552755	8.252170097257553e-07	1060.921900945199
1.88732474355	8.308787400849285e-07	1062.504513975294
1.91097669726	8.365841002379124e-07	1064.1024930946971
1.93492505724	8.423334535381157e-07	1065.7158837602271
1.95917353808	8.481271665020229e-07	1067.3447316903048
1.98372590087	8.539656088373629e-07	1068.9890828659518
2.00858595388	8.598491534715484e-07	1070.6489835317866
2.03375755307	8.657781765803508e-07	1072.3244801970295
2.05924460274	8.717530576168492e-07	1074.0156196365128
2.08505105612	8.777741793406376e-07	1075.7224488916916
2.11118091597	8.838419278472871e-07	1077.445015271664
2.13763823523	8.899566925980824e-07	1079.1833663541956
2.16442711761	8.961188664500255e-07	1080.9375499867454
2.19155171827	9.023288456861009e-07	1082.7076142875012
2.21901624442	9.085870300458283e-07	1084.4936076464169
2.24682495601	9.148938227560753e-07	1086.2955787262574
2.27498216638	9.212496305621573e-07	1088.113576463645
2.30349224291	9.276548637592216e-07	1089.9476500701157
2.33235960772	9.341099362238974e-07	1091.7978490331752
2.36158873834	9.40615265446249e-07	1093.6642231173635
2.39118416843	9.471712725620107e-07	1095.5468223653254
2.42115048845	9.537783823851063e-07	1097.4456970988817
2.45149234639	9.604370234404742e-07	1099.36089792011
2.48221444849	9.671476279971747e-07	1101.29247571243
2.51332155998	9.739106321018059e-07	1103.240481641691
2.5448185058	9.807264756122197e-07	1105.2049671572681
2.57671017133	9.875956022315348e-07	1107.1859839931622
2.60900150322	9.945184595424629e-07	1109.183584169105
2.64169751008	1.0014954990419497e-06	1111.1978199916687
2.6748032633	1.0085271761761084e-06	1113.2287440553853
2.70832389782	1.0156139503754942e-06	1115.2764092438642
2.74226461293	1.0227562850906754e-06	1117.3408687309202
2.77663067308	1.029954647828138e-06	1119.4221759817076
2.8114274087	1.0372095101865113e-06	1121.5203847538544
2.84666021701	1.0445213478931164e-06	1123.635549098607
2.88233456287	1.0518906408408475e-06	1125.7677233619795
2.91845597964	1.05931787312539e-06	1127.916962185906
2.95503007	1.0668035330827635e-06	1130.0833205094007
2.99206250686	1.0743481133272151e-06	1132.2668535697212
3.02955903422	1.08195211078945e-06	1134.4676169035445
3.06752546807	1.0896160267552004e-06	1136.685666348134
3.10596769726	1.097340366904157e-06	1138.9210580425306
3.14489168447	1.1051256413492365e-06	1141.1738484287332
3.18430346708	1.1129723646762145e-06	1143.4440942528954
3.22420915816	1.1012700114298566e-06	1145.7318525665223
3.26461494735	1.089862384171257e-06	1148.037180727675
3.3055271019	1.0787435219954193e-06	1150.360136402182
3.34695196757	1.0679075897545993e-06	1152.7007775648533
3.38889596966	1.0573488754282094e-06	1155.0591625007023
3.43136561398	1.0470617875478254e-06	1157.4353498061746
3.47436748788	1.0370408526761364e-06	1159.829398390379
3.51790826127	1.0272807129387186e-06	1162.2413674763277
3.56199468763	1.0177761236075324e-06	1164.6713166021818
3.60663360508	1.008521950735026e-06	1167.1193056225002
3.65183193745	9.995131688378361e-07	1169.5853947094972
3.69759669532	9.893037870022303e-07	1172.0696443543068
3.74393497714	9.79322046618626e-07	1174.5721153682482
3.79085397031	9.695631975309452e-07	1177.0928688841022
3.83836095229	9.728669393323387e-07	1179.6319663573925
3.88646329178	9.702574760799753e-07	1182.1894695676701
3.93516844979	9.677209269065175e-07	1184.7654406198074
3.98448398083	9.65256739245111e-07	1187.3599419452983
4.03441753411	9.628643679271067e-07	1189.9730363035608
4.08497685469	9.605432751086145e-07	1192.604786783246
4.13616978466	9.58292930197882e-07	1195.2552568035655
4.18800426444	9.56112809783534e-07	1197.9245101156002
4.24048833392	9.540023975636132e-07	1200.612610803641
4.29363013375	9.5196118427546e-07	1203.319623286522
4.34743790662	9.499886676263813e-07	1206.0456123189597
4.40191999851	9.480843522251447e-07	1208.7906429929048
4.45708485997	9.462477495142407e-07	1211.5547807388962
4.51294104747	9.444783777029476e-07	1214.3380913274216
4.56949722471	9.427757617011533e-07	1217.1406408702846
4.62676216397	9.411394330539679e-07	1219.9624958219817
4.68474474745	9.395689298770711e-07	1222.8037229810784
4.74345396866	9.380637967928305e-07	1225.6643894916
4.80289893384	9.366235848671431e-07	1228.5445628444227
4.86308886332	9.221709851269401e-07	1231.4443108786732
4.924033093	9.079553455913906e-07	1234.3637017831386
4.98574107576	8.939725957549725e-07	1237.3028040976749
5.04822238296	8.802187373540584e-07	1240.2616867146294
5.11148670591	8.666898430571243e-07	1243.2404188802677
5.17554385735	8.533820551790011e-07	1246.239070196204
5.24040377301	8.402915844187669e-07	1249.2577106208428
5.30607651314	8.274147086208105e-07	1252.2964104708253
5.37257226405	8.147477715586612e-07	1255.3552404224815
5.43990133971	8.022871817411372e-07	1258.4342715132902
5.50807418334	7.900294112404336e-07	1261.533575143349
5.57710136905	7.779709945417046e-07	1264.653223076839
5.64699360346	7.661085274137759e-07	1267.7932874435194
5.71776172734	7.544386658005714e-07	1270.9538407402003
5.78941671736	7.429581247328915e-07	1274.134955832247
5.86196968771	7.298204765003066e-07	1277.336705955076
5.93543189189	7.169161506209306e-07	1280.5591647156668
6.00981472441	7.042409857530621e-07	1283.8024060940738
6.08512972258	6.917908950775476e-07	1287.0665044449502
6.16138856832	6.795618649579632e-07	1290.3515344990785
6.23860308991	6.675499536249744e-07	1293.6575713649045
6.31678526388	6.557512898844336e-07	1296.9846905300824
6.39594721686	6.441620718487909e-07	1300.332967863026
6.47610122744	6.322730532389161e-07	1303.7024796144651
6.55725972808	6.206057655866897e-07	1307.0933024190122
6.63943530704	6.09156032301063e-07	1310.5055132967345
6.72264071037	5.979197561960618e-07	1313.9391896547336
6.80688884381	5.868929179682391e-07	1317.3944092887311
6.89219277485	5.760715747035506e-07	1320.8712503846673
6.97856573477	5.654518584130709e-07	1324.3697915202972
7.06602112061	5.550299745969991e-07	1327.8901116668046
7.15457249736	5.448022008364014e-07	1331.4322901904168
7.24423359995	5.347648854121427e-07	1334.9964068540285
7.33501833549	5.249144459504915e-07	1338.5825418188335
7.42694078533	5.152473680948707e-07	1342.1907756459657
7.52001520732	5.057602042032497e-07	1345.8211892981444
7.61425603796	4.964495720706765e-07	1349.4738641413255
7.70967789469	4.873121536764637e-07	1353.1488819463739
7.80629557813	4.783446939555497e-07	1356.846324890719
7.90412407438	4.695439995935653e-07	1360.5662755600442
8.00317855735	4.6090693784513794e-07	1364.3088169499663
8.1034743911	4.524304353749951e-07	1368.0740324677288
8.20502713223	4.4411147712141596e-07	1371.8620059339048
8.30785253233	4.35947105181594e-07	1375.6728215841035
