#r [R_J]	sigma [M_J/R_J^2]	T [K]
1.0	3.89913787091507e-07	1000.4520136100001
1.4994994995	5.419681041351564e-07	1032.0216817300955
1.998998999	6.940224211788056e-07	1063.5913498501907
2.4984984985	8.46076738222455e-07	1095.1610179702861
2.997997998	9.981310552661044e-07	1126.7306860903814
3.4974974975	1.0144463562353058e-06	1158.3003542104766
3.996996997	1.0307616572045069e-06	1189.8700223305718
4.4964964965	9.963502237191607e-07	1221.439690450667
4.995995996	9.928500601916755e-07	1253.0093585707625
5.4954954955	9.893498966641902e-07	1284.5790266908577
5.99499499499	9.85849733136705e-07	1316.1486948109532
6.49449449449	9.823495696092198e-07	1347.7183629310484
6.99399399399	9.788494060817346e-07	1379.2880310511437
7.49349349349	9.753492425542494e-07	1410.857699171239
7.99299299299	9.718490790267641e-07	1442.4273672913343
8.49249249249	9.683489154992791e-07	1473.9970354114296
8.99199199199	9.648487519717937e-07	1505.566703531525
9.49149149149	9.613485884443087e-07	1537.1363716516203
9.99099099099	9.578484249168232e-07	1568.7060397717155
10.4904904905	9.543482613893382e-07	1600.275707891811
10.98998999	9.50848097861853e-07	1631.8453760119064
11.4894894895	9.473479343343677e-07	1663.4150441320014
11.988988989	9.438477708068826e-07	1694.9847122520966
12.4884884885	9.403476072793972e-07	1693.516875009758
12.987987988	9.36847443751912e-07	1692.0490377674193
13.4874874875	9.333472802244267e-07	1690.5812005250807
13.986986987	9.298471166969416e-07	1689.1133632827418
14.4864864865	9.263469531694563e-07	1687.6455260404032
14.985985986	9.228467896419711e-07	1686.1776887980645
15.4854854855	9.19346626114486e-07	1684.709851555726
15.984984985	9.158464625870008e-07	1683.2420143133872
16.4844844845	9.123462990595156e-07	1681.7741770710486
16.983983984	9.088461355320303e-07	1680.30633982871
17.4834834835	9.053459720045451e-07	1678.838502586371
17.982982983	9.018458084770599e-07	1677.3706653440324
18.4824824825	8.983456449495747e-07	1675.9028281016938
18.981981982	8.948454814220894e-07	1674.4349908593551
19.4814814815	8.913453178946042e-07	1672.9671536170165
19.980980981	8.87845154367119e-07	1671.4993163746778
20.4804804805	8.843449908396338e-07	1670.031479132339
20.97997998	8.808448273121486e-07	1668.5636418900003
21.4794794795	8.773446637846633e-07	1667.0958046476617
